,path,label,is_valid
110,train/n02979186/n02979186_9567.JPEG,n02979186,False
111,train/n02979186/n02979186_14575.JPEG,n02979186,False
112,train/n02979186/n02979186_21934.JPEG,n02979186,False
113,train/n02979186/n02979186_13443.JPEG,n02979186,False
114,train/n02979186/n02979186_357.JPEG,n02979186,False
115,train/n02979186/n02979186_13055.JPEG,n02979186,False
116,train/n02979186/n02979186_5906.JPEG,n02979186,False
117,train/n02979186/n02979186_18283.JPEG,n02979186,False
118,train/n02979186/n02979186_10365.JPEG,n02979186,False
119,train/n02979186/n02979186_4024.JPEG,n02979186,False
120,train/n02979186/n02979186_1658.JPEG,n02979186,False
121,train/n02979186/n02979186_8409.JPEG,n02979186,False
122,train/n02979186/n02979186_11833.JPEG,n02979186,False
123,train/n02979186/n02979186_1587.JPEG,n02979186,False
124,train/n02979186/n02979186_21298.JPEG,n02979186,False
125,train/n02979186/n02979186_14524.JPEG,n02979186,False
126,train/n02979186/n02979186_9798.JPEG,n02979186,False
127,train/n02979186/n02979186_9587.JPEG,n02979186,False
128,train/n02979186/n02979186_7505.JPEG,n02979186,False
129,train/n02979186/n02979186_287.JPEG,n02979186,False
130,train/n02979186/n02979186_14357.JPEG,n02979186,False
131,train/n02979186/n02979186_5424.JPEG,n02979186,False
132,train/n02979186/n02979186_20198.JPEG,n02979186,False
133,train/n02979186/ILSVRC2012_val_00017775.JPEG,n02979186,False
134,train/n02979186/n02979186_678.JPEG,n02979186,False
135,train/n02979186/n02979186_8736.JPEG,n02979186,False
136,train/n02979186/n02979186_23514.JPEG,n02979186,False
137,train/n02979186/n02979186_10313.JPEG,n02979186,False
138,train/n02979186/n02979186_2597.JPEG,n02979186,False
139,train/n02979186/n02979186_3579.JPEG,n02979186,False
140,train/n02979186/n02979186_4404.JPEG,n02979186,False
141,train/n02979186/n02979186_5027.JPEG,n02979186,False
142,train/n02979186/n02979186_18114.JPEG,n02979186,False
143,train/n02979186/n02979186_11656.JPEG,n02979186,False
144,train/n02979186/n02979186_9717.JPEG,n02979186,False
145,train/n02979186/n02979186_16227.JPEG,n02979186,False
146,train/n02979186/n02979186_553.JPEG,n02979186,False
147,train/n02979186/n02979186_10098.JPEG,n02979186,False
148,train/n02979186/n02979186_4479.JPEG,n02979186,False
149,train/n02979186/n02979186_13053.JPEG,n02979186,False
150,train/n02979186/n02979186_15766.JPEG,n02979186,False
151,train/n02979186/n02979186_5853.JPEG,n02979186,False
152,train/n02979186/n02979186_9328.JPEG,n02979186,False
153,train/n02979186/n02979186_3716.JPEG,n02979186,False
154,train/n02979186/n02979186_2607.JPEG,n02979186,False
155,train/n02979186/n02979186_23188.JPEG,n02979186,False
156,train/n02979186/n02979186_8956.JPEG,n02979186,False
157,train/n02979186/n02979186_8587.JPEG,n02979186,False
158,train/n02979186/n02979186_333.JPEG,n02979186,False
159,train/n02979186/n02979186_7529.JPEG,n02979186,False
160,train/n02979186/n02979186_8875.JPEG,n02979186,False
161,train/n02979186/n02979186_16837.JPEG,n02979186,False
162,train/n02979186/n02979186_27246.JPEG,n02979186,False
163,train/n02979186/n02979186_5856.JPEG,n02979186,False
164,train/n02979186/n02979186_2625.JPEG,n02979186,False
165,train/n02979186/n02979186_11063.JPEG,n02979186,False
166,train/n02979186/n02979186_14353.JPEG,n02979186,False
167,train/n02979186/n02979186_17829.JPEG,n02979186,False
168,train/n02979186/n02979186_2077.JPEG,n02979186,False
169,train/n02979186/n02979186_10755.JPEG,n02979186,False
170,train/n02979186/ILSVRC2012_val_00027735.JPEG,n02979186,False
171,train/n02979186/n02979186_21784.JPEG,n02979186,False
172,train/n02979186/n02979186_11769.JPEG,n02979186,False
173,train/n02979186/n02979186_25956.JPEG,n02979186,False
174,train/n02979186/n02979186_14536.JPEG,n02979186,False
175,train/n02979186/n02979186_13764.JPEG,n02979186,False
176,train/n02979186/n02979186_93.JPEG,n02979186,False
177,train/n02979186/n02979186_13636.JPEG,n02979186,False
178,train/n02979186/ILSVRC2012_val_00009833.JPEG,n02979186,False
179,train/n02979186/n02979186_26517.JPEG,n02979186,False
180,train/n02979186/n02979186_6636.JPEG,n02979186,False
181,train/n02979186/n02979186_18057.JPEG,n02979186,False
182,train/n02979186/n02979186_17277.JPEG,n02979186,False
183,train/n02979186/n02979186_3659.JPEG,n02979186,False
184,train/n02979186/n02979186_15953.JPEG,n02979186,False
185,train/n02979186/n02979186_5695.JPEG,n02979186,False
186,train/n02979186/n02979186_21086.JPEG,n02979186,False
187,train/n02979186/ILSVRC2012_val_00002034.JPEG,n02979186,False
188,train/n02979186/n02979186_465.JPEG,n02979186,False
189,train/n02979186/n02979186_14773.JPEG,n02979186,False
190,train/n02979186/n02979186_16515.JPEG,n02979186,False
191,train/n02979186/n02979186_15305.JPEG,n02979186,False
192,train/n02979186/n02979186_13019.JPEG,n02979186,False
193,train/n02979186/n02979186_10496.JPEG,n02979186,False
194,train/n02979186/n02979186_3764.JPEG,n02979186,False
195,train/n02979186/n02979186_2774.JPEG,n02979186,False
196,train/n02979186/n02979186_26283.JPEG,n02979186,False
197,train/n02979186/n02979186_19036.JPEG,n02979186,False
198,train/n02979186/n02979186_3504.JPEG,n02979186,False
199,train/n02979186/n02979186_22929.JPEG,n02979186,False
200,train/n02979186/n02979186_3873.JPEG,n02979186,False
201,train/n02979186/n02979186_2316.JPEG,n02979186,False
202,train/n02979186/ILSVRC2012_val_00029663.JPEG,n02979186,False
203,train/n02979186/n02979186_9646.JPEG,n02979186,False
204,train/n02979186/n02979186_11699.JPEG,n02979186,False
205,train/n02979186/n02979186_4526.JPEG,n02979186,False
206,train/n02979186/n02979186_6218.JPEG,n02979186,False
207,train/n02979186/n02979186_2887.JPEG,n02979186,False
208,train/n02979186/n02979186_21024.JPEG,n02979186,False
209,train/n02979186/n02979186_13543.JPEG,n02979186,False
210,train/n02979186/n02979186_22037.JPEG,n02979186,False
211,train/n02979186/n02979186_11863.JPEG,n02979186,False
212,train/n02979186/n02979186_3428.JPEG,n02979186,False
213,train/n02979186/n02979186_13015.JPEG,n02979186,False
214,train/n02979186/n02979186_3525.JPEG,n02979186,False
215,train/n02979186/n02979186_10523.JPEG,n02979186,False
216,train/n02979186/n02979186_15278.JPEG,n02979186,False
217,train/n02979186/n02979186_18348.JPEG,n02979186,False
218,train/n02979186/n02979186_22659.JPEG,n02979186,False
219,train/n02979186/n02979186_7536.JPEG,n02979186,False
220,train/n02979186/n02979186_14278.JPEG,n02979186,False
221,train/n02979186/n02979186_23078.JPEG,n02979186,False
222,train/n02979186/n02979186_2186.JPEG,n02979186,False
223,train/n02979186/n02979186_23329.JPEG,n02979186,False
224,train/n02979186/n02979186_3345.JPEG,n02979186,False
225,train/n02979186/n02979186_7147.JPEG,n02979186,False
226,train/n02979186/n02979186_18069.JPEG,n02979186,False
227,train/n02979186/n02979186_16819.JPEG,n02979186,False
228,train/n02979186/n02979186_10744.JPEG,n02979186,False
229,train/n02979186/n02979186_15046.JPEG,n02979186,False
230,train/n02979186/n02979186_2513.JPEG,n02979186,False
231,train/n02979186/n02979186_9153.JPEG,n02979186,False
232,train/n02979186/n02979186_13027.JPEG,n02979186,False
233,train/n02979186/n02979186_439.JPEG,n02979186,False
234,train/n02979186/n02979186_11543.JPEG,n02979186,False
235,train/n02979186/n02979186_12553.JPEG,n02979186,False
236,train/n02979186/n02979186_2265.JPEG,n02979186,False
237,train/n02979186/n02979186_14758.JPEG,n02979186,False
238,train/n02979186/n02979186_6474.JPEG,n02979186,False
239,train/n02979186/n02979186_4598.JPEG,n02979186,False
240,train/n02979186/n02979186_13206.JPEG,n02979186,False
241,train/n02979186/n02979186_26944.JPEG,n02979186,False
242,train/n02979186/n02979186_14767.JPEG,n02979186,False
243,train/n02979186/n02979186_5433.JPEG,n02979186,False
244,train/n02979186/n02979186_14553.JPEG,n02979186,False
245,train/n02979186/n02979186_8089.JPEG,n02979186,False
246,train/n02979186/n02979186_13626.JPEG,n02979186,False
247,train/n02979186/n02979186_2549.JPEG,n02979186,False
248,train/n02979186/n02979186_10437.JPEG,n02979186,False
249,train/n02979186/n02979186_27619.JPEG,n02979186,False
250,train/n02979186/n02979186_9118.JPEG,n02979186,False
251,train/n02979186/ILSVRC2012_val_00017463.JPEG,n02979186,False
252,train/n02979186/n02979186_1115.JPEG,n02979186,False
253,train/n02979186/n02979186_16275.JPEG,n02979186,False
254,train/n02979186/n02979186_20037.JPEG,n02979186,False
255,train/n02979186/n02979186_5079.JPEG,n02979186,False
256,train/n02979186/n02979186_2964.JPEG,n02979186,False
257,train/n02979186/n02979186_449.JPEG,n02979186,False
258,train/n02979186/n02979186_7288.JPEG,n02979186,False
259,train/n02979186/n02979186_15567.JPEG,n02979186,False
260,train/n02979186/n02979186_11865.JPEG,n02979186,False
261,train/n02979186/n02979186_7468.JPEG,n02979186,False
262,train/n02979186/n02979186_4624.JPEG,n02979186,False
263,train/n02979186/n02979186_4737.JPEG,n02979186,False
264,train/n02979186/n02979186_21725.JPEG,n02979186,False
265,train/n02979186/n02979186_27539.JPEG,n02979186,False
266,train/n02979186/n02979186_21029.JPEG,n02979186,False
267,train/n02979186/n02979186_6096.JPEG,n02979186,False
268,train/n02979186/n02979186_26997.JPEG,n02979186,False
269,train/n02979186/n02979186_1159.JPEG,n02979186,False
270,train/n02979186/n02979186_5807.JPEG,n02979186,False
271,train/n02979186/n02979186_5495.JPEG,n02979186,False
272,train/n02979186/n02979186_5739.JPEG,n02979186,False
273,train/n02979186/n02979186_16736.JPEG,n02979186,False
274,train/n02979186/n02979186_19634.JPEG,n02979186,False
275,train/n02979186/n02979186_19604.JPEG,n02979186,False
276,train/n02979186/n02979186_2587.JPEG,n02979186,False
277,train/n02979186/n02979186_10874.JPEG,n02979186,False
278,train/n02979186/n02979186_22675.JPEG,n02979186,False
279,train/n02979186/n02979186_20285.JPEG,n02979186,False
280,train/n02979186/n02979186_12025.JPEG,n02979186,False
281,train/n02979186/n02979186_14137.JPEG,n02979186,False
282,train/n02979186/n02979186_25159.JPEG,n02979186,False
283,train/n02979186/n02979186_73.JPEG,n02979186,False
284,train/n02979186/n02979186_15694.JPEG,n02979186,False
285,train/n02979186/n02979186_13289.JPEG,n02979186,False
286,train/n02979186/n02979186_20416.JPEG,n02979186,False
287,train/n02979186/n02979186_9918.JPEG,n02979186,False
288,train/n02979186/n02979186_24829.JPEG,n02979186,False
289,train/n02979186/n02979186_25129.JPEG,n02979186,False
290,train/n02979186/n02979186_2949.JPEG,n02979186,False
291,train/n02979186/n02979186_19337.JPEG,n02979186,False
292,train/n02979186/n02979186_577.JPEG,n02979186,False
293,train/n02979186/n02979186_11713.JPEG,n02979186,False
294,train/n02979186/n02979186_2488.JPEG,n02979186,False
295,train/n02979186/n02979186_4938.JPEG,n02979186,False
296,train/n02979186/n02979186_11128.JPEG,n02979186,False
297,train/n02979186/n02979186_13873.JPEG,n02979186,False
298,train/n02979186/n02979186_24925.JPEG,n02979186,False
299,train/n02979186/n02979186_9076.JPEG,n02979186,False
300,train/n02979186/n02979186_14067.JPEG,n02979186,False
301,train/n02979186/n02979186_1205.JPEG,n02979186,False
302,train/n02979186/n02979186_5337.JPEG,n02979186,False
303,train/n02979186/n02979186_7103.JPEG,n02979186,False
304,train/n02979186/n02979186_14958.JPEG,n02979186,False
305,train/n02979186/n02979186_14403.JPEG,n02979186,False
306,train/n02979186/n02979186_10036.JPEG,n02979186,False
307,train/n02979186/n02979186_7743.JPEG,n02979186,False
308,train/n02979186/n02979186_11396.JPEG,n02979186,False
309,train/n02979186/n02979186_8449.JPEG,n02979186,False
310,train/n02979186/n02979186_2767.JPEG,n02979186,False
311,train/n02979186/n02979186_13407.JPEG,n02979186,False
312,train/n02979186/n02979186_25887.JPEG,n02979186,False
313,train/n02979186/n02979186_16193.JPEG,n02979186,False
314,train/n02979186/n02979186_11953.JPEG,n02979186,False
315,train/n02979186/n02979186_14916.JPEG,n02979186,False
316,train/n02979186/n02979186_26755.JPEG,n02979186,False
317,train/n02979186/n02979186_14279.JPEG,n02979186,False
318,train/n02979186/n02979186_17356.JPEG,n02979186,False
319,train/n02979186/n02979186_603.JPEG,n02979186,False
320,train/n02979186/n02979186_11675.JPEG,n02979186,False
321,train/n02979186/n02979186_15039.JPEG,n02979186,False
322,train/n02979186/n02979186_13847.JPEG,n02979186,False
323,train/n02979186/n02979186_1314.JPEG,n02979186,False
324,train/n02979186/n02979186_10598.JPEG,n02979186,False
325,train/n02979186/n02979186_4754.JPEG,n02979186,False
326,train/n02979186/n02979186_337.JPEG,n02979186,False
327,train/n02979186/n02979186_11897.JPEG,n02979186,False
328,train/n02979186/ILSVRC2012_val_00033397.JPEG,n02979186,False
329,train/n02979186/n02979186_15188.JPEG,n02979186,False
330,train/n02979186/n02979186_12319.JPEG,n02979186,False
331,train/n02979186/n02979186_6008.JPEG,n02979186,False
332,train/n02979186/n02979186_825.JPEG,n02979186,False
333,train/n02979186/n02979186_10006.JPEG,n02979186,False
334,train/n02979186/n02979186_13669.JPEG,n02979186,False
335,train/n02979186/n02979186_6793.JPEG,n02979186,False
336,train/n02979186/n02979186_11539.JPEG,n02979186,False
337,train/n02979186/n02979186_16408.JPEG,n02979186,False
338,train/n02979186/n02979186_12284.JPEG,n02979186,False
339,train/n02979186/n02979186_1626.JPEG,n02979186,False
340,train/n02979186/ILSVRC2012_val_00049106.JPEG,n02979186,False
341,train/n02979186/n02979186_21438.JPEG,n02979186,False
342,train/n02979186/n02979186_4273.JPEG,n02979186,False
343,train/n02979186/n02979186_6176.JPEG,n02979186,False
344,train/n02979186/n02979186_14735.JPEG,n02979186,False
345,train/n02979186/n02979186_7.JPEG,n02979186,False
346,train/n02979186/n02979186_469.JPEG,n02979186,False
347,train/n02979186/n02979186_5163.JPEG,n02979186,False
348,train/n02979186/n02979186_5663.JPEG,n02979186,False
349,train/n02979186/n02979186_2819.JPEG,n02979186,False
350,train/n02979186/n02979186_26217.JPEG,n02979186,False
351,train/n02979186/n02979186_2516.JPEG,n02979186,False
352,train/n02979186/n02979186_11447.JPEG,n02979186,False
353,train/n02979186/n02979186_2385.JPEG,n02979186,False
354,train/n02979186/n02979186_13613.JPEG,n02979186,False
355,train/n02979186/n02979186_4293.JPEG,n02979186,False
356,train/n02979186/n02979186_14464.JPEG,n02979186,False
357,train/n02979186/n02979186_11407.JPEG,n02979186,False
358,train/n02979186/n02979186_1984.JPEG,n02979186,False
359,train/n02979186/n02979186_2383.JPEG,n02979186,False
360,train/n02979186/n02979186_1114.JPEG,n02979186,False
361,train/n02979186/n02979186_906.JPEG,n02979186,False
362,train/n02979186/n02979186_10747.JPEG,n02979186,False
363,train/n02979186/n02979186_17034.JPEG,n02979186,False
364,train/n02979186/n02979186_2693.JPEG,n02979186,False
365,train/n02979186/n02979186_26708.JPEG,n02979186,False
366,train/n02979186/n02979186_8919.JPEG,n02979186,False
367,train/n02979186/n02979186_13096.JPEG,n02979186,False
368,train/n02979186/n02979186_2216.JPEG,n02979186,False
369,train/n02979186/n02979186_10864.JPEG,n02979186,False
370,train/n02979186/n02979186_6056.JPEG,n02979186,False
371,train/n02979186/ILSVRC2012_val_00042347.JPEG,n02979186,False
372,train/n02979186/n02979186_19728.JPEG,n02979186,False
373,train/n02979186/n02979186_16585.JPEG,n02979186,False
374,train/n02979186/n02979186_7149.JPEG,n02979186,False
375,train/n02979186/n02979186_8824.JPEG,n02979186,False
376,train/n02979186/n02979186_22324.JPEG,n02979186,False
377,train/n02979186/n02979186_15079.JPEG,n02979186,False
378,train/n02979186/n02979186_1198.JPEG,n02979186,False
379,train/n02979186/n02979186_12705.JPEG,n02979186,False
380,train/n02979186/ILSVRC2012_val_00035803.JPEG,n02979186,False
381,train/n02979186/n02979186_13427.JPEG,n02979186,False
382,train/n02979186/n02979186_18289.JPEG,n02979186,False
383,train/n02979186/n02979186_2548.JPEG,n02979186,False
384,train/n02979186/n02979186_1504.JPEG,n02979186,False
385,train/n02979186/n02979186_25404.JPEG,n02979186,False
386,train/n02979186/n02979186_10135.JPEG,n02979186,False
387,train/n02979186/n02979186_5396.JPEG,n02979186,False
388,train/n02979186/n02979186_966.JPEG,n02979186,False
389,train/n02979186/ILSVRC2012_val_00033657.JPEG,n02979186,False
390,train/n02979186/n02979186_10097.JPEG,n02979186,False
391,train/n02979186/n02979186_14709.JPEG,n02979186,False
392,train/n02979186/n02979186_14008.JPEG,n02979186,False
393,train/n02979186/n02979186_2717.JPEG,n02979186,False
394,train/n02979186/n02979186_21218.JPEG,n02979186,False
395,train/n02979186/n02979186_15824.JPEG,n02979186,False
396,train/n02979186/n02979186_3333.JPEG,n02979186,False
397,train/n02979186/n02979186_25278.JPEG,n02979186,False
398,train/n02979186/ILSVRC2012_val_00018559.JPEG,n02979186,False
399,train/n02979186/n02979186_9137.JPEG,n02979186,False
400,train/n02979186/n02979186_26319.JPEG,n02979186,False
401,train/n02979186/n02979186_5994.JPEG,n02979186,False
402,train/n02979186/n02979186_9308.JPEG,n02979186,False
403,train/n02979186/n02979186_16836.JPEG,n02979186,False
404,train/n02979186/n02979186_25179.JPEG,n02979186,False
405,train/n02979186/n02979186_4476.JPEG,n02979186,False
406,train/n02979186/n02979186_15777.JPEG,n02979186,False
407,train/n02979186/n02979186_2105.JPEG,n02979186,False
408,train/n02979186/n02979186_14563.JPEG,n02979186,False
409,train/n02979186/n02979186_10713.JPEG,n02979186,False
410,train/n02979186/n02979186_6478.JPEG,n02979186,False
411,train/n02979186/n02979186_20108.JPEG,n02979186,False
412,train/n02979186/n02979186_9538.JPEG,n02979186,False
413,train/n02979186/n02979186_12137.JPEG,n02979186,False
414,train/n02979186/n02979186_1988.JPEG,n02979186,False
415,train/n02979186/n02979186_17754.JPEG,n02979186,False
416,train/n02979186/n02979186_6718.JPEG,n02979186,False
417,train/n02979186/n02979186_3725.JPEG,n02979186,False
418,train/n02979186/n02979186_3119.JPEG,n02979186,False
419,train/n02979186/n02979186_3778.JPEG,n02979186,False
420,train/n02979186/n02979186_10933.JPEG,n02979186,False
421,train/n02979186/n02979186_5638.JPEG,n02979186,False
422,train/n02979186/n02979186_13463.JPEG,n02979186,False
423,train/n02979186/n02979186_20355.JPEG,n02979186,False
424,train/n02979186/n02979186_10117.JPEG,n02979186,False
425,train/n02979186/n02979186_22076.JPEG,n02979186,False
426,train/n02979186/n02979186_11243.JPEG,n02979186,False
427,train/n02979186/n02979186_14237.JPEG,n02979186,False
428,train/n02979186/n02979186_16545.JPEG,n02979186,False
429,train/n02979186/n02979186_5556.JPEG,n02979186,False
430,train/n02979186/n02979186_9756.JPEG,n02979186,False
431,train/n02979186/n02979186_2029.JPEG,n02979186,False
432,train/n02979186/n02979186_13415.JPEG,n02979186,False
433,train/n02979186/n02979186_3014.JPEG,n02979186,False
434,train/n02979186/n02979186_11016.JPEG,n02979186,False
435,train/n02979186/n02979186_1769.JPEG,n02979186,False
436,train/n02979186/n02979186_13637.JPEG,n02979186,False
437,train/n02979186/n02979186_1469.JPEG,n02979186,False
438,train/n02979186/n02979186_16417.JPEG,n02979186,False
439,train/n02979186/n02979186_20038.JPEG,n02979186,False
440,train/n02979186/n02979186_24154.JPEG,n02979186,False
441,train/n02979186/n02979186_9643.JPEG,n02979186,False
442,train/n02979186/n02979186_20577.JPEG,n02979186,False
443,train/n02979186/n02979186_11859.JPEG,n02979186,False
444,train/n02979186/n02979186_9415.JPEG,n02979186,False
445,train/n02979186/ILSVRC2012_val_00044373.JPEG,n02979186,False
446,train/n02979186/n02979186_2807.JPEG,n02979186,False
447,train/n02979186/n02979186_26475.JPEG,n02979186,False
448,train/n02979186/n02979186_4265.JPEG,n02979186,False
449,train/n02979186/n02979186_22575.JPEG,n02979186,False
450,train/n02979186/n02979186_5947.JPEG,n02979186,False
451,train/n02979186/n02979186_1299.JPEG,n02979186,False
452,train/n02979186/n02979186_733.JPEG,n02979186,False
453,train/n02979186/n02979186_893.JPEG,n02979186,False
454,train/n02979186/n02979186_8025.JPEG,n02979186,False
455,train/n02979186/n02979186_78.JPEG,n02979186,False
456,train/n02979186/n02979186_83.JPEG,n02979186,False
457,train/n02979186/n02979186_15127.JPEG,n02979186,False
458,train/n02979186/n02979186_8889.JPEG,n02979186,False
459,train/n02979186/n02979186_14015.JPEG,n02979186,False
460,train/n02979186/n02979186_13545.JPEG,n02979186,False
461,train/n02979186/n02979186_10364.JPEG,n02979186,False
462,train/n02979186/n02979186_2226.JPEG,n02979186,False
463,train/n02979186/n02979186_12198.JPEG,n02979186,False
464,train/n02979186/n02979186_13588.JPEG,n02979186,False
465,train/n02979186/n02979186_24124.JPEG,n02979186,False
466,train/n02979186/n02979186_1225.JPEG,n02979186,False
467,train/n02979186/n02979186_15639.JPEG,n02979186,False
468,train/n02979186/n02979186_16437.JPEG,n02979186,False
469,train/n02979186/n02979186_237.JPEG,n02979186,False
470,train/n02979186/n02979186_5378.JPEG,n02979186,False
471,train/n02979186/n02979186_758.JPEG,n02979186,False
472,train/n02979186/n02979186_495.JPEG,n02979186,False
473,train/n02979186/n02979186_14644.JPEG,n02979186,False
474,train/n02979186/n02979186_10263.JPEG,n02979186,False
475,train/n02979186/n02979186_2338.JPEG,n02979186,False
476,train/n02979186/n02979186_23104.JPEG,n02979186,False
477,train/n02979186/n02979186_14953.JPEG,n02979186,False
478,train/n02979186/n02979186_10798.JPEG,n02979186,False
