image,label_str,label,split
images/Ragdoll_56.jpg,ragdoll,24,train
images/keeshond_27.jpg,keeshond,16,train
images/staffordshire_bull_terrier_76.jpg,staffordshire,32,train
images/havanese_80.jpg,havanese,14,train
images/pomeranian_10.jpg,pomeranian,22,train
images/keeshond_3.jpg,keeshond,16,train
images/Abyssinian_140.jpg,abyssinian,0,train
images/Siamese_41.jpg,siamese,30,train
images/Bombay_76.jpg,bombay,6,train
images/yorkshire_terrier_34.jpg,yorkshire,34,train
images/german_shorthaired_57.jpg,german,12,train
images/Abyssinian_230.jpg,abyssinian,0,train
images/pomeranian_44.jpg,pomeranian,22,train
images/saint_bernard_26.jpg,saint,26,train
images/havanese_164.jpg,havanese,14,train
images/samoyed_66.jpg,samoyed,27,train
images/Egyptian_Mau_163.jpg,egyptian,10,train
images/chihuahua_33.jpg,chihuahua,9,train
images/Birman_174.jpg,birman,5,train
images/havanese_116.jpg,havanese,14,train
images/scottish_terrier_188.jpg,scottish,28,train
images/english_cocker_spaniel_147.jpg,english,11,train
images/wheaten_terrier_110.jpg,wheaten,33,train
images/newfoundland_184.jpg,newfoundland,20,train
images/Abyssinian_51.jpg,abyssinian,0,train
images/Russian_Blue_43.jpg,russian,25,train
images/samoyed_81.jpg,samoyed,27,train
images/basset_hound_133.jpg,basset,2,train
images/american_pit_bull_terrier_27.jpg,american,1,train
images/english_cocker_spaniel_84.jpg,english,11,train
images/leonberger_168.jpg,leonberger,17,train
images/British_Shorthair_58.jpg,british,8,train
images/keeshond_166.jpg,keeshond,16,train
images/basset_hound_110.jpg,basset,2,train
images/american_bulldog_176.jpg,american,1,train
images/Maine_Coon_208.jpg,maine,18,train
images/leonberger_145.jpg,leonberger,17,train
images/Bengal_62.jpg,bengal,4,train
images/shiba_inu_90.jpg,shiba,29,train
images/Birman_64.jpg,birman,5,train
images/beagle_55.jpg,beagle,3,train
images/Abyssinian_83.jpg,abyssinian,0,train
images/British_Shorthair_44.jpg,british,8,train
images/Siamese_200.jpg,siamese,30,train
images/Abyssinian_150.jpg,abyssinian,0,train
images/Persian_171.jpg,persian,21,train
images/american_bulldog_135.jpg,american,1,train
images/shiba_inu_137.jpg,shiba,29,train
images/samoyed_182.jpg,samoyed,27,train
images/wheaten_terrier_178.jpg,wheaten,33,train
images/havanese_141.jpg,havanese,14,train
images/beagle_10.jpg,beagle,3,train
images/pug_63.jpg,pug,23,train
images/Abyssinian_74.jpg,abyssinian,0,train
images/great_pyrenees_171.jpg,great,13,train
images/english_cocker_spaniel_35.jpg,english,11,train
images/samoyed_26.jpg,samoyed,27,train
images/Maine_Coon_245.jpg,maine,18,train
images/boxer_44.jpg,boxer,7,train
images/staffordshire_bull_terrier_98.jpg,staffordshire,32,train
images/english_setter_86.jpg,english,11,train
images/British_Shorthair_271.jpg,british,8,train
images/Siamese_144.jpg,siamese,30,train
images/Egyptian_Mau_201.jpg,egyptian,10,train
images/Sphynx_75.jpg,sphynx,31,train
images/Russian_Blue_62.jpg,russian,25,train
images/leonberger_52.jpg,leonberger,17,train
images/pug_14.jpg,pug,23,train
images/Ragdoll_7.jpg,ragdoll,24,train
images/yorkshire_terrier_186.jpg,yorkshire,34,train
images/Sphynx_103.jpg,sphynx,31,train
images/keeshond_182.jpg,keeshond,16,train
images/newfoundland_11.jpg,newfoundland,20,train
images/american_pit_bull_terrier_197.jpg,american,1,train
images/beagle_183.jpg,beagle,3,train
images/yorkshire_terrier_127.jpg,yorkshire,34,train
images/american_bulldog_85.jpg,american,1,train
images/Bombay_190.jpg,bombay,6,train
images/chihuahua_115.jpg,chihuahua,9,train
images/american_pit_bull_terrier_59.jpg,american,1,train
images/keeshond_78.jpg,keeshond,16,train
images/american_bulldog_123.jpg,american,1,train
images/Abyssinian_206.jpg,abyssinian,0,train
images/Egyptian_Mau_82.jpg,egyptian,10,train
images/american_pit_bull_terrier_135.jpg,american,1,train
images/Egyptian_Mau_16.jpg,egyptian,10,train
images/english_cocker_spaniel_1.jpg,english,11,train
images/havanese_154.jpg,havanese,14,train
images/chihuahua_154.jpg,chihuahua,9,train
images/Sphynx_51.jpg,sphynx,31,train
images/staffordshire_bull_terrier_108.jpg,staffordshire,32,train
images/miniature_pinscher_76.jpg,miniature,19,train
images/pug_82.jpg,pug,23,train
images/english_cocker_spaniel_154.jpg,english,11,train
images/Bengal_137.jpg,bengal,4,train
images/basset_hound_187.jpg,basset,2,train
images/havanese_6.jpg,havanese,14,train
images/keeshond_183.jpg,keeshond,16,train
images/pomeranian_87.jpg,pomeranian,22,train
images/beagle_33.jpg,beagle,3,train
images/Maine_Coon_93.jpg,maine,18,train
images/British_Shorthair_203.jpg,british,8,train
images/english_cocker_spaniel_97.jpg,english,11,train
images/saint_bernard_89.jpg,saint,26,train
images/japanese_chin_1.jpg,japanese,15,train
images/beagle_71.jpg,beagle,3,train
images/miniature_pinscher_160.jpg,miniature,19,train
images/staffordshire_bull_terrier_201.jpg,staffordshire,32,train
images/Bombay_71.jpg,bombay,6,train
images/yorkshire_terrier_156.jpg,yorkshire,34,train
images/Egyptian_Mau_124.jpg,egyptian,10,train
images/Persian_191.jpg,persian,21,train
images/chihuahua_83.jpg,chihuahua,9,train
images/leonberger_146.jpg,leonberger,17,train
images/samoyed_114.jpg,samoyed,27,train
images/shiba_inu_189.jpg,shiba,29,train
images/american_bulldog_68.jpg,american,1,train
images/american_pit_bull_terrier_103.jpg,american,1,train
images/basset_hound_153.jpg,basset,2,train
images/basset_hound_151.jpg,basset,2,train
images/keeshond_153.jpg,keeshond,16,train
images/Abyssinian_68.jpg,abyssinian,0,train
images/boxer_90.jpg,boxer,7,train
images/Sphynx_179.jpg,sphynx,31,train
images/chihuahua_19.jpg,chihuahua,9,train
images/Egyptian_Mau_78.jpg,egyptian,10,train
images/British_Shorthair_63.jpg,british,8,train
images/Ragdoll_145.jpg,ragdoll,24,train
images/great_pyrenees_166.jpg,great,13,train
images/german_shorthaired_112.jpg,german,12,train
images/boxer_89.jpg,boxer,7,train
images/german_shorthaired_40.jpg,german,12,train
images/Russian_Blue_49.jpg,russian,25,train
images/Persian_6.jpg,persian,21,train
images/staffordshire_bull_terrier_64.jpg,staffordshire,32,train
images/Maine_Coon_222.jpg,maine,18,train
images/Sphynx_172.jpg,sphynx,31,train
images/samoyed_38.jpg,samoyed,27,train
images/pomeranian_59.jpg,pomeranian,22,train
images/american_pit_bull_terrier_172.jpg,american,1,train
images/wheaten_terrier_55.jpg,wheaten,33,train
images/basset_hound_18.jpg,basset,2,train
images/newfoundland_94.jpg,newfoundland,20,train
images/Siamese_35.jpg,siamese,30,train
images/american_bulldog_148.jpg,american,1,train
images/Persian_22.jpg,persian,21,train
images/havanese_15.jpg,havanese,14,train
images/Egyptian_Mau_68.jpg,egyptian,10,train
images/Abyssinian_219.jpg,abyssinian,0,train
images/Siamese_5.jpg,siamese,30,train
images/leonberger_73.jpg,leonberger,17,train
images/basset_hound_94.jpg,basset,2,train
images/Sphynx_78.jpg,sphynx,31,train
images/samoyed_8.jpg,samoyed,27,train
images/pug_156.jpg,pug,23,train
images/saint_bernard_115.jpg,saint,26,train
images/havanese_100.jpg,havanese,14,train
images/miniature_pinscher_47.jpg,miniature,19,train
images/Bengal_183.jpg,bengal,4,train
images/beagle_77.jpg,beagle,3,train
images/beagle_129.jpg,beagle,3,train
images/Bombay_50.jpg,bombay,6,train
images/english_setter_131.jpg,english,11,train
images/english_setter_76.jpg,english,11,train
images/english_cocker_spaniel_155.jpg,english,11,train
images/american_bulldog_209.jpg,american,1,train
images/havanese_152.jpg,havanese,14,train
images/Egyptian_Mau_182.jpg,egyptian,10,train
images/Egyptian_Mau_190.jpg,egyptian,10,train
images/boxer_31.jpg,boxer,7,train
images/scottish_terrier_1.jpg,scottish,28,train
images/havanese_192.jpg,havanese,14,train
images/boxer_112.jpg,boxer,7,train
images/american_pit_bull_terrier_133.jpg,american,1,train
images/english_cocker_spaniel_118.jpg,english,11,train
images/japanese_chin_146.jpg,japanese,15,train
images/Ragdoll_147.jpg,ragdoll,24,train
images/wheaten_terrier_69.jpg,wheaten,33,train
images/pomeranian_154.jpg,pomeranian,22,train
images/Bombay_93.jpg,bombay,6,train
images/english_cocker_spaniel_54.jpg,english,11,train
images/beagle_195.jpg,beagle,3,train
images/Maine_Coon_78.jpg,maine,18,train
images/scottish_terrier_110.jpg,scottish,28,train
images/german_shorthaired_53.jpg,german,12,train
images/Siamese_66.jpg,siamese,30,train
images/newfoundland_78.jpg,newfoundland,20,train
images/boxer_199.jpg,boxer,7,train
images/leonberger_82.jpg,leonberger,17,train
images/Bombay_98.jpg,bombay,6,train
images/British_Shorthair_156.jpg,british,8,train
images/havanese_93.jpg,havanese,14,train
images/keeshond_65.jpg,keeshond,16,train
images/samoyed_154.jpg,samoyed,27,train
images/pomeranian_42.jpg,pomeranian,22,train
images/Bengal_128.jpg,bengal,4,train
images/Bombay_182.jpg,bombay,6,train
images/Ragdoll_90.jpg,ragdoll,24,train
images/english_setter_171.jpg,english,11,train
images/american_pit_bull_terrier_204.jpg,american,1,train
images/Ragdoll_202.jpg,ragdoll,24,train
images/scottish_terrier_11.jpg,scottish,28,train
images/pug_26.jpg,pug,23,train
images/Abyssinian_184.jpg,abyssinian,0,train
images/shiba_inu_83.jpg,shiba,29,train
images/British_Shorthair_96.jpg,british,8,train
images/Birman_104.jpg,birman,5,train
images/beagle_7.jpg,beagle,3,train
images/chihuahua_98.jpg,chihuahua,9,train
images/chihuahua_36.jpg,chihuahua,9,train
images/german_shorthaired_134.jpg,german,12,train
images/american_bulldog_188.jpg,american,1,train
images/Birman_182.jpg,birman,5,train
images/leonberger_189.jpg,leonberger,17,train
images/yorkshire_terrier_190.jpg,yorkshire,34,train
images/english_setter_95.jpg,english,11,train
images/Ragdoll_45.jpg,ragdoll,24,train
images/Russian_Blue_226.jpg,russian,25,train
images/saint_bernard_180.jpg,saint,26,train
images/staffordshire_bull_terrier_140.jpg,staffordshire,32,train
images/pug_155.jpg,pug,23,train
images/Bombay_25.jpg,bombay,6,train
images/scottish_terrier_133.jpg,scottish,28,train
images/pug_42.jpg,pug,23,train
images/Persian_8.jpg,persian,21,train
images/wheaten_terrier_137.jpg,wheaten,33,train
images/Bengal_121.jpg,bengal,4,train
images/chihuahua_190.jpg,chihuahua,9,train
images/miniature_pinscher_70.jpg,miniature,19,train
images/staffordshire_bull_terrier_72.jpg,staffordshire,32,train
images/shiba_inu_109.jpg,shiba,29,train
images/Russian_Blue_207.jpg,russian,25,train
images/Birman_50.jpg,birman,5,train
images/beagle_123.jpg,beagle,3,train
images/Maine_Coon_262.jpg,maine,18,train
images/keeshond_29.jpg,keeshond,16,train
images/Sphynx_116.jpg,sphynx,31,train
images/samoyed_174.jpg,samoyed,27,train
images/Egyptian_Mau_121.jpg,egyptian,10,train
images/saint_bernard_125.jpg,saint,26,train
images/saint_bernard_84.jpg,saint,26,train
images/english_cocker_spaniel_150.jpg,english,11,train
images/havanese_172.jpg,havanese,14,train
images/Ragdoll_135.jpg,ragdoll,24,train
images/great_pyrenees_147.jpg,great,13,train
images/leonberger_193.jpg,leonberger,17,train
images/keeshond_37.jpg,keeshond,16,train
images/Russian_Blue_99.jpg,russian,25,train
images/Siamese_196.jpg,siamese,30,train
images/Bombay_143.jpg,bombay,6,train
images/British_Shorthair_18.jpg,british,8,train
images/Russian_Blue_136.jpg,russian,25,train
images/Bengal_115.jpg,bengal,4,train
images/havanese_151.jpg,havanese,14,train
images/havanese_57.jpg,havanese,14,train
images/Maine_Coon_97.jpg,maine,18,train
images/pug_126.jpg,pug,23,train
images/american_pit_bull_terrier_25.jpg,american,1,train
images/havanese_47.jpg,havanese,14,train
images/german_shorthaired_130.jpg,german,12,train
images/Bengal_122.jpg,bengal,4,train
images/shiba_inu_100.jpg,shiba,29,train
images/pomeranian_75.jpg,pomeranian,22,train
images/Bombay_119.jpg,bombay,6,train
images/basset_hound_49.jpg,basset,2,train
images/Bengal_42.jpg,bengal,4,train
images/Egyptian_Mau_115.jpg,egyptian,10,train
images/Russian_Blue_69.jpg,russian,25,train
images/shiba_inu_10.jpg,shiba,29,train
images/Bombay_188.jpg,bombay,6,train
images/keeshond_125.jpg,keeshond,16,train
images/Maine_Coon_76.jpg,maine,18,train
images/great_pyrenees_86.jpg,great,13,train
images/great_pyrenees_25.jpg,great,13,train
images/Egyptian_Mau_191.jpg,egyptian,10,train
images/Sphynx_174.jpg,sphynx,31,train
images/leonberger_44.jpg,leonberger,17,train
images/Ragdoll_224.jpg,ragdoll,24,train
images/keeshond_36.jpg,keeshond,16,train
images/english_setter_46.jpg,english,11,train
images/pug_80.jpg,pug,23,train
images/samoyed_9.jpg,samoyed,27,train
images/shiba_inu_116.jpg,shiba,29,train
images/wheaten_terrier_30.jpg,wheaten,33,train
images/miniature_pinscher_159.jpg,miniature,19,train
images/Birman_83.jpg,birman,5,train
images/keeshond_198.jpg,keeshond,16,train
images/samoyed_78.jpg,samoyed,27,train
images/newfoundland_86.jpg,newfoundland,20,train
images/american_pit_bull_terrier_55.jpg,american,1,train
images/Sphynx_58.jpg,sphynx,31,train
images/yorkshire_terrier_17.jpg,yorkshire,34,train
images/samoyed_197.jpg,samoyed,27,train
images/boxer_146.jpg,boxer,7,train
images/Bengal_196.jpg,bengal,4,train
images/pomeranian_147.jpg,pomeranian,22,train
images/Ragdoll_125.jpg,ragdoll,24,train
images/Ragdoll_112.jpg,ragdoll,24,train
images/german_shorthaired_181.jpg,german,12,train
images/beagle_199.jpg,beagle,3,train
images/german_shorthaired_68.jpg,german,12,train
images/basset_hound_115.jpg,basset,2,train
images/Maine_Coon_38.jpg,maine,18,train
images/leonberger_103.jpg,leonberger,17,train
images/leonberger_157.jpg,leonberger,17,train
images/British_Shorthair_95.jpg,british,8,train
images/scottish_terrier_67.jpg,scottish,28,train
images/great_pyrenees_5.jpg,great,13,train
images/staffordshire_bull_terrier_42.jpg,staffordshire,32,train
images/saint_bernard_146.jpg,saint,26,train
images/wheaten_terrier_131.jpg,wheaten,33,train
images/chihuahua_73.jpg,chihuahua,9,train
images/newfoundland_194.jpg,newfoundland,20,train
images/german_shorthaired_90.jpg,german,12,train
images/Siamese_14.jpg,siamese,30,train
images/wheaten_terrier_90.jpg,wheaten,33,train
images/British_Shorthair_154.jpg,british,8,train
images/Russian_Blue_205.jpg,russian,25,train
images/english_setter_34.jpg,english,11,train
images/leonberger_116.jpg,leonberger,17,train
images/great_pyrenees_133.jpg,great,13,train
images/american_bulldog_22.jpg,american,1,train
images/Egyptian_Mau_30.jpg,egyptian,10,train
images/Sphynx_74.jpg,sphynx,31,train
images/shiba_inu_131.jpg,shiba,29,train
images/Abyssinian_176.jpg,abyssinian,0,train
images/english_cocker_spaniel_70.jpg,english,11,train
images/staffordshire_bull_terrier_165.jpg,staffordshire,32,train
images/newfoundland_39.jpg,newfoundland,20,train
images/pomeranian_172.jpg,pomeranian,22,train
images/miniature_pinscher_99.jpg,miniature,19,train
images/newfoundland_122.jpg,newfoundland,20,train
images/samoyed_90.jpg,samoyed,27,train
images/german_shorthaired_149.jpg,german,12,train
images/keeshond_145.jpg,keeshond,16,train
images/Maine_Coon_121.jpg,maine,18,train
images/miniature_pinscher_10.jpg,miniature,19,train
images/beagle_116.jpg,beagle,3,train
images/leonberger_98.jpg,leonberger,17,train
images/wheaten_terrier_189.jpg,wheaten,33,train
images/saint_bernard_119.jpg,saint,26,train
images/keeshond_184.jpg,keeshond,16,train
images/Bombay_39.jpg,bombay,6,train
images/Sphynx_18.jpg,sphynx,31,train
images/Ragdoll_41.jpg,ragdoll,24,train
images/Persian_263.jpg,persian,21,train
images/newfoundland_77.jpg,newfoundland,20,train
images/Persian_45.jpg,persian,21,train
images/great_pyrenees_76.jpg,great,13,train
images/Egyptian_Mau_120.jpg,egyptian,10,train
images/beagle_78.jpg,beagle,3,train
images/British_Shorthair_99.jpg,british,8,train
images/leonberger_9.jpg,leonberger,17,train
images/pomeranian_99.jpg,pomeranian,22,train
images/Egyptian_Mau_63.jpg,egyptian,10,train
images/Persian_105.jpg,persian,21,train
images/Bengal_79.jpg,bengal,4,train
images/german_shorthaired_86.jpg,german,12,train
images/english_setter_153.jpg,english,11,train
images/american_bulldog_80.jpg,american,1,train
images/american_bulldog_31.jpg,american,1,train
images/basset_hound_76.jpg,basset,2,train
images/japanese_chin_187.jpg,japanese,15,train
images/keeshond_21.jpg,keeshond,16,train
images/Egyptian_Mau_22.jpg,egyptian,10,train
images/beagle_46.jpg,beagle,3,train
images/newfoundland_47.jpg,newfoundland,20,train
images/miniature_pinscher_45.jpg,miniature,19,train
images/yorkshire_terrier_151.jpg,yorkshire,34,train
images/leonberger_110.jpg,leonberger,17,train
images/Persian_123.jpg,persian,21,train
images/wheaten_terrier_89.jpg,wheaten,33,train
images/pomeranian_189.jpg,pomeranian,22,train
images/leonberger_104.jpg,leonberger,17,train
images/japanese_chin_35.jpg,japanese,15,train
images/Abyssinian_50.jpg,abyssinian,0,train
images/great_pyrenees_21.jpg,great,13,train
images/yorkshire_terrier_95.jpg,yorkshire,34,train
images/Siamese_205.jpg,siamese,30,train
images/english_cocker_spaniel_187.jpg,english,11,train
images/english_cocker_spaniel_167.jpg,english,11,train
images/Sphynx_235.jpg,sphynx,31,train
images/great_pyrenees_13.jpg,great,13,train
