,path,label,split,name
65,train/n03000684/n03000684_11584.JPEG,n03000684,train,chain saw
66,train/n03000684/n03000684_1559.JPEG,n03000684,train,chain saw
67,train/n03000684/n03000684_11229.JPEG,n03000684,train,chain saw
68,train/n03000684/n03000684_7664.JPEG,n03000684,train,chain saw
69,train/n03000684/n03000684_389.JPEG,n03000684,train,chain saw
70,train/n03000684/n03000684_13684.JPEG,n03000684,train,chain saw
71,train/n03000684/n03000684_20136.JPEG,n03000684,train,chain saw
72,train/n03000684/n03000684_425.JPEG,n03000684,train,chain saw
73,train/n03000684/n03000684_25409.JPEG,n03000684,train,chain saw
74,train/n03000684/n03000684_8824.JPEG,n03000684,train,chain saw
75,train/n03000684/n03000684_4545.JPEG,n03000684,train,chain saw
76,train/n03000684/n03000684_14467.JPEG,n03000684,train,chain saw
77,train/n03000684/n03000684_5419.JPEG,n03000684,train,chain saw
78,train/n03000684/n03000684_22246.JPEG,n03000684,train,chain saw
79,train/n03000684/n03000684_10936.JPEG,n03000684,train,chain saw
80,train/n03000684/n03000684_10704.JPEG,n03000684,train,chain saw
81,train/n03000684/n03000684_8985.JPEG,n03000684,train,chain saw
82,train/n03000684/n03000684_16257.JPEG,n03000684,train,chain saw
83,train/n03000684/n03000684_15354.JPEG,n03000684,train,chain saw
84,train/n03000684/n03000684_22294.JPEG,n03000684,train,chain saw
85,train/n03000684/n03000684_1108.JPEG,n03000684,train,chain saw
86,train/n03000684/n03000684_27786.JPEG,n03000684,train,chain saw
87,train/n03000684/n03000684_28395.JPEG,n03000684,train,chain saw
88,train/n03000684/n03000684_5969.JPEG,n03000684,train,chain saw
89,train/n03000684/n03000684_398.JPEG,n03000684,train,chain saw
90,train/n03000684/n03000684_614.JPEG,n03000684,train,chain saw
91,train/n03000684/n03000684_10395.JPEG,n03000684,train,chain saw
92,train/n03000684/n03000684_14907.JPEG,n03000684,train,chain saw
93,train/n03000684/n03000684_1964.JPEG,n03000684,train,chain saw
94,train/n03000684/n03000684_15995.JPEG,n03000684,train,chain saw
95,train/n03000684/n03000684_1034.JPEG,n03000684,train,chain saw
96,train/n03000684/n03000684_16373.JPEG,n03000684,train,chain saw
97,train/n03000684/n03000684_17606.JPEG,n03000684,train,chain saw
98,train/n03000684/n03000684_2255.JPEG,n03000684,train,chain saw
99,train/n03000684/n03000684_11528.JPEG,n03000684,train,chain saw
100,train/n03000684/n03000684_19764.JPEG,n03000684,train,chain saw
101,train/n03000684/n03000684_4883.JPEG,n03000684,train,chain saw
102,train/n03000684/n03000684_6493.JPEG,n03000684,train,chain saw
103,train/n03000684/n03000684_5868.JPEG,n03000684,train,chain saw
104,train/n03000684/n03000684_15858.JPEG,n03000684,train,chain saw
105,train/n03000684/ILSVRC2012_val_00027785.JPEG,n03000684,train,chain saw
106,train/n03000684/n03000684_6545.JPEG,n03000684,train,chain saw
107,train/n03000684/n03000684_7568.JPEG,n03000684,train,chain saw
108,train/n03000684/n03000684_974.JPEG,n03000684,train,chain saw
109,train/n03000684/n03000684_7138.JPEG,n03000684,train,chain saw
110,train/n03000684/n03000684_2074.JPEG,n03000684,train,chain saw
111,train/n03000684/n03000684_19434.JPEG,n03000684,train,chain saw
112,train/n03000684/n03000684_679.JPEG,n03000684,train,chain saw
113,train/n03000684/n03000684_35548.JPEG,n03000684,train,chain saw
114,train/n03000684/n03000684_455.JPEG,n03000684,train,chain saw
115,train/n03000684/n03000684_26865.JPEG,n03000684,train,chain saw
116,train/n03000684/n03000684_19639.JPEG,n03000684,train,chain saw
117,train/n03000684/n03000684_6986.JPEG,n03000684,train,chain saw
118,train/n03000684/n03000684_859.JPEG,n03000684,train,chain saw
119,train/n03000684/n03000684_13738.JPEG,n03000684,train,chain saw
120,train/n03000684/n03000684_2494.JPEG,n03000684,train,chain saw
121,train/n03000684/n03000684_6827.JPEG,n03000684,train,chain saw
122,train/n03000684/n03000684_16683.JPEG,n03000684,train,chain saw
123,train/n03000684/n03000684_2055.JPEG,n03000684,train,chain saw
124,train/n03000684/n03000684_16688.JPEG,n03000684,train,chain saw
125,train/n03000684/n03000684_18313.JPEG,n03000684,train,chain saw
126,train/n03000684/n03000684_16066.JPEG,n03000684,train,chain saw
127,train/n03000684/n03000684_35979.JPEG,n03000684,train,chain saw
128,train/n03000684/n03000684_16818.JPEG,n03000684,train,chain saw
129,train/n03000684/n03000684_12284.JPEG,n03000684,train,chain saw
130,train/n03000684/n03000684_9424.JPEG,n03000684,train,chain saw
131,train/n03000684/n03000684_20716.JPEG,n03000684,train,chain saw
132,train/n03000684/n03000684_2336.JPEG,n03000684,train,chain saw
133,train/n03000684/n03000684_7165.JPEG,n03000684,train,chain saw
134,train/n03000684/n03000684_31833.JPEG,n03000684,train,chain saw
135,train/n03000684/n03000684_13996.JPEG,n03000684,train,chain saw
136,train/n03000684/n03000684_11317.JPEG,n03000684,train,chain saw
137,train/n03000684/n03000684_31878.JPEG,n03000684,train,chain saw
138,train/n03000684/n03000684_31088.JPEG,n03000684,train,chain saw
139,train/n03000684/n03000684_12887.JPEG,n03000684,train,chain saw
140,train/n03000684/n03000684_13014.JPEG,n03000684,train,chain saw
141,train/n03000684/n03000684_18475.JPEG,n03000684,train,chain saw
142,train/n03000684/n03000684_26357.JPEG,n03000684,train,chain saw
143,train/n03000684/n03000684_3973.JPEG,n03000684,train,chain saw
144,train/n03000684/n03000684_16918.JPEG,n03000684,train,chain saw
145,train/n03000684/n03000684_11154.JPEG,n03000684,train,chain saw
146,train/n03000684/n03000684_11778.JPEG,n03000684,train,chain saw
147,train/n03000684/n03000684_13615.JPEG,n03000684,train,chain saw
148,train/n03000684/n03000684_26833.JPEG,n03000684,train,chain saw
149,train/n03000684/n03000684_7636.JPEG,n03000684,train,chain saw
150,train/n03000684/n03000684_11175.JPEG,n03000684,train,chain saw
151,train/n03000684/n03000684_27374.JPEG,n03000684,train,chain saw
152,train/n03000684/n03000684_4467.JPEG,n03000684,train,chain saw
153,train/n03000684/n03000684_32468.JPEG,n03000684,train,chain saw
154,train/n03000684/n03000684_14916.JPEG,n03000684,train,chain saw
155,train/n03000684/n03000684_17587.JPEG,n03000684,train,chain saw
156,train/n03000684/n03000684_14043.JPEG,n03000684,train,chain saw
157,train/n03000684/n03000684_12463.JPEG,n03000684,train,chain saw
158,train/n03000684/n03000684_17585.JPEG,n03000684,train,chain saw
159,train/n03000684/n03000684_3003.JPEG,n03000684,train,chain saw
160,train/n03000684/n03000684_11413.JPEG,n03000684,train,chain saw
161,train/n03000684/n03000684_3749.JPEG,n03000684,train,chain saw
162,train/n03000684/n03000684_9753.JPEG,n03000684,train,chain saw
163,train/n03000684/n03000684_229.JPEG,n03000684,train,chain saw
164,train/n03000684/n03000684_12089.JPEG,n03000684,train,chain saw
165,train/n03000684/n03000684_15518.JPEG,n03000684,train,chain saw
166,train/n03000684/n03000684_12575.JPEG,n03000684,train,chain saw
167,train/n03000684/n03000684_13599.JPEG,n03000684,train,chain saw
168,train/n03000684/n03000684_6439.JPEG,n03000684,train,chain saw
169,train/n03000684/n03000684_9178.JPEG,n03000684,train,chain saw
170,train/n03000684/n03000684_119.JPEG,n03000684,train,chain saw
171,train/n03000684/n03000684_26247.JPEG,n03000684,train,chain saw
172,train/n03000684/n03000684_25406.JPEG,n03000684,train,chain saw
173,train/n03000684/n03000684_17269.JPEG,n03000684,train,chain saw
174,train/n03000684/n03000684_13903.JPEG,n03000684,train,chain saw
175,train/n03000684/n03000684_4778.JPEG,n03000684,train,chain saw
176,train/n03000684/n03000684_10174.JPEG,n03000684,train,chain saw
177,train/n03000684/n03000684_793.JPEG,n03000684,train,chain saw
178,train/n03000684/ILSVRC2012_val_00025878.JPEG,n03000684,train,chain saw
179,train/n03000684/n03000684_1348.JPEG,n03000684,train,chain saw
180,train/n03000684/n03000684_16976.JPEG,n03000684,train,chain saw
181,train/n03000684/n03000684_368.JPEG,n03000684,train,chain saw
182,train/n03000684/n03000684_2203.JPEG,n03000684,train,chain saw
183,train/n03000684/n03000684_10259.JPEG,n03000684,train,chain saw
184,train/n03000684/n03000684_34715.JPEG,n03000684,train,chain saw
185,train/n03000684/n03000684_11368.JPEG,n03000684,train,chain saw
186,train/n03000684/n03000684_17546.JPEG,n03000684,train,chain saw
187,train/n03000684/n03000684_18715.JPEG,n03000684,train,chain saw
188,train/n03000684/ILSVRC2012_val_00023477.JPEG,n03000684,train,chain saw
189,train/n03000684/n03000684_31936.JPEG,n03000684,train,chain saw
190,train/n03000684/n03000684_15196.JPEG,n03000684,train,chain saw
191,train/n03000684/ILSVRC2012_val_00043196.JPEG,n03000684,train,chain saw
192,train/n03000684/n03000684_3853.JPEG,n03000684,train,chain saw
193,train/n03000684/ILSVRC2012_val_00026573.JPEG,n03000684,train,chain saw
194,train/n03000684/n03000684_5044.JPEG,n03000684,train,chain saw
195,train/n03000684/ILSVRC2012_val_00044793.JPEG,n03000684,train,chain saw
196,train/n03000684/n03000684_13483.JPEG,n03000684,train,chain saw
197,train/n03000684/n03000684_1466.JPEG,n03000684,train,chain saw
198,train/n03000684/n03000684_30989.JPEG,n03000684,train,chain saw
199,train/n03000684/n03000684_10518.JPEG,n03000684,train,chain saw
200,train/n03000684/n03000684_16188.JPEG,n03000684,train,chain saw
201,train/n03000684/n03000684_2306.JPEG,n03000684,train,chain saw
202,train/n03000684/n03000684_28666.JPEG,n03000684,train,chain saw
203,train/n03000684/n03000684_21868.JPEG,n03000684,train,chain saw
204,train/n03000684/n03000684_3398.JPEG,n03000684,train,chain saw
205,train/n03000684/n03000684_14384.JPEG,n03000684,train,chain saw
206,train/n03000684/n03000684_5469.JPEG,n03000684,train,chain saw
207,train/n03000684/n03000684_20536.JPEG,n03000684,train,chain saw
208,train/n03000684/ILSVRC2012_val_00026946.JPEG,n03000684,train,chain saw
209,train/n03000684/n03000684_30534.JPEG,n03000684,train,chain saw
210,train/n03000684/n03000684_31433.JPEG,n03000684,train,chain saw
211,train/n03000684/n03000684_12053.JPEG,n03000684,train,chain saw
212,train/n03000684/n03000684_33547.JPEG,n03000684,train,chain saw
213,train/n03000684/n03000684_22269.JPEG,n03000684,train,chain saw
214,train/n03000684/n03000684_15763.JPEG,n03000684,train,chain saw
215,train/n03000684/n03000684_8464.JPEG,n03000684,train,chain saw
216,train/n03000684/n03000684_16506.JPEG,n03000684,train,chain saw
217,train/n03000684/n03000684_17158.JPEG,n03000684,train,chain saw
218,train/n03000684/n03000684_14714.JPEG,n03000684,train,chain saw
219,train/n03000684/n03000684_2319.JPEG,n03000684,train,chain saw
220,train/n03000684/n03000684_3.JPEG,n03000684,train,chain saw
221,train/n03000684/n03000684_36109.JPEG,n03000684,train,chain saw
222,train/n03000684/n03000684_4666.JPEG,n03000684,train,chain saw
223,train/n03000684/ILSVRC2012_val_00034727.JPEG,n03000684,train,chain saw
224,train/n03000684/n03000684_4989.JPEG,n03000684,train,chain saw
225,train/n03000684/n03000684_28166.JPEG,n03000684,train,chain saw
226,train/n03000684/n03000684_26524.JPEG,n03000684,train,chain saw
227,train/n03000684/n03000684_34938.JPEG,n03000684,train,chain saw
228,train/n03000684/n03000684_3188.JPEG,n03000684,train,chain saw
229,train/n03000684/n03000684_16018.JPEG,n03000684,train,chain saw
230,train/n03000684/n03000684_36449.JPEG,n03000684,train,chain saw
231,train/n03000684/n03000684_16757.JPEG,n03000684,train,chain saw
232,train/n03000684/n03000684_9969.JPEG,n03000684,train,chain saw
233,train/n03000684/n03000684_24435.JPEG,n03000684,train,chain saw
234,train/n03000684/n03000684_8864.JPEG,n03000684,train,chain saw
235,train/n03000684/n03000684_10748.JPEG,n03000684,train,chain saw
236,train/n03000684/n03000684_10429.JPEG,n03000684,train,chain saw
237,train/n03000684/n03000684_3429.JPEG,n03000684,train,chain saw
238,train/n03000684/n03000684_154.JPEG,n03000684,train,chain saw
239,train/n03000684/n03000684_14146.JPEG,n03000684,train,chain saw
240,train/n03000684/n03000684_5899.JPEG,n03000684,train,chain saw
241,train/n03000684/n03000684_6728.JPEG,n03000684,train,chain saw
242,train/n03000684/n03000684_16114.JPEG,n03000684,train,chain saw
243,train/n03000684/n03000684_18915.JPEG,n03000684,train,chain saw
244,train/n03000684/n03000684_13945.JPEG,n03000684,train,chain saw
245,train/n03000684/n03000684_35246.JPEG,n03000684,train,chain saw
246,train/n03000684/n03000684_13605.JPEG,n03000684,train,chain saw
247,train/n03000684/n03000684_2219.JPEG,n03000684,train,chain saw
248,train/n03000684/n03000684_35405.JPEG,n03000684,train,chain saw
249,train/n03000684/n03000684_653.JPEG,n03000684,train,chain saw
250,train/n03000684/n03000684_10248.JPEG,n03000684,train,chain saw
251,train/n03000684/n03000684_16629.JPEG,n03000684,train,chain saw
252,train/n03000684/n03000684_565.JPEG,n03000684,train,chain saw
253,train/n03000684/n03000684_14977.JPEG,n03000684,train,chain saw
254,train/n03000684/n03000684_15194.JPEG,n03000684,train,chain saw
255,train/n03000684/n03000684_14593.JPEG,n03000684,train,chain saw
256,train/n03000684/n03000684_493.JPEG,n03000684,train,chain saw
257,train/n03000684/n03000684_1649.JPEG,n03000684,train,chain saw
258,train/n03000684/n03000684_6386.JPEG,n03000684,train,chain saw
259,train/n03000684/n03000684_17715.JPEG,n03000684,train,chain saw
260,train/n03000684/n03000684_11019.JPEG,n03000684,train,chain saw
261,train/n03000684/n03000684_7876.JPEG,n03000684,train,chain saw
262,train/n03000684/n03000684_15349.JPEG,n03000684,train,chain saw
263,train/n03000684/n03000684_2328.JPEG,n03000684,train,chain saw
264,train/n03000684/ILSVRC2012_val_00031413.JPEG,n03000684,train,chain saw
265,train/n03000684/n03000684_31035.JPEG,n03000684,train,chain saw
266,train/n03000684/n03000684_228.JPEG,n03000684,train,chain saw
267,train/n03000684/n03000684_9113.JPEG,n03000684,train,chain saw
268,train/n03000684/n03000684_863.JPEG,n03000684,train,chain saw
269,train/n03000684/n03000684_13664.JPEG,n03000684,train,chain saw
270,train/n03000684/n03000684_1824.JPEG,n03000684,train,chain saw
271,train/n03000684/n03000684_13538.JPEG,n03000684,train,chain saw
272,train/n03000684/n03000684_13916.JPEG,n03000684,train,chain saw
273,train/n03000684/n03000684_28418.JPEG,n03000684,train,chain saw
274,train/n03000684/n03000684_6243.JPEG,n03000684,train,chain saw
275,train/n03000684/n03000684_11028.JPEG,n03000684,train,chain saw
276,train/n03000684/n03000684_16289.JPEG,n03000684,train,chain saw
277,train/n03000684/n03000684_28655.JPEG,n03000684,train,chain saw
278,train/n03000684/ILSVRC2012_val_00005506.JPEG,n03000684,train,chain saw
279,train/n03000684/n03000684_4526.JPEG,n03000684,train,chain saw
280,train/n03000684/n03000684_15096.JPEG,n03000684,train,chain saw
281,train/n03000684/n03000684_927.JPEG,n03000684,train,chain saw
282,train/n03000684/n03000684_7014.JPEG,n03000684,train,chain saw
283,train/n03000684/n03000684_3784.JPEG,n03000684,train,chain saw
284,train/n03000684/n03000684_176.JPEG,n03000684,train,chain saw
285,train/n03000684/n03000684_10373.JPEG,n03000684,train,chain saw
286,train/n03000684/n03000684_12757.JPEG,n03000684,train,chain saw
287,train/n03000684/n03000684_16728.JPEG,n03000684,train,chain saw
288,train/n03000684/n03000684_2813.JPEG,n03000684,train,chain saw
289,train/n03000684/n03000684_17733.JPEG,n03000684,train,chain saw
290,train/n03000684/n03000684_32083.JPEG,n03000684,train,chain saw
291,train/n03000684/n03000684_15035.JPEG,n03000684,train,chain saw
292,train/n03000684/n03000684_21853.JPEG,n03000684,train,chain saw
293,train/n03000684/n03000684_1326.JPEG,n03000684,train,chain saw
294,train/n03000684/n03000684_28765.JPEG,n03000684,train,chain saw
295,train/n03000684/n03000684_13758.JPEG,n03000684,train,chain saw
296,train/n03000684/n03000684_18153.JPEG,n03000684,train,chain saw
297,train/n03000684/ILSVRC2012_val_00031549.JPEG,n03000684,train,chain saw
298,train/n03000684/n03000684_11163.JPEG,n03000684,train,chain saw
299,train/n03000684/n03000684_26377.JPEG,n03000684,train,chain saw
300,train/n03000684/n03000684_27069.JPEG,n03000684,train,chain saw
301,train/n03000684/n03000684_12848.JPEG,n03000684,train,chain saw
302,train/n03000684/n03000684_4586.JPEG,n03000684,train,chain saw
303,train/n03000684/n03000684_15698.JPEG,n03000684,train,chain saw
304,train/n03000684/n03000684_25557.JPEG,n03000684,train,chain saw
305,train/n03000684/n03000684_7118.JPEG,n03000684,train,chain saw
306,train/n03000684/n03000684_21566.JPEG,n03000684,train,chain saw
307,train/n03000684/n03000684_14817.JPEG,n03000684,train,chain saw
308,train/n03000684/n03000684_18126.JPEG,n03000684,train,chain saw
309,train/n03000684/n03000684_10665.JPEG,n03000684,train,chain saw
310,train/n03000684/n03000684_3536.JPEG,n03000684,train,chain saw
311,train/n03000684/n03000684_1476.JPEG,n03000684,train,chain saw
312,train/n03000684/n03000684_25155.JPEG,n03000684,train,chain saw
313,train/n03000684/n03000684_9029.JPEG,n03000684,train,chain saw
314,train/n03000684/n03000684_13043.JPEG,n03000684,train,chain saw
315,train/n03000684/ILSVRC2012_val_00042907.JPEG,n03000684,train,chain saw
316,train/n03000684/n03000684_5279.JPEG,n03000684,train,chain saw
317,train/n03000684/n03000684_1557.JPEG,n03000684,train,chain saw
318,train/n03000684/ILSVRC2012_val_00006043.JPEG,n03000684,train,chain saw
319,train/n03000684/n03000684_11208.JPEG,n03000684,train,chain saw
320,train/n03000684/n03000684_5736.JPEG,n03000684,train,chain saw
321,train/n03000684/n03000684_11636.JPEG,n03000684,train,chain saw
322,train/n03000684/n03000684_16635.JPEG,n03000684,train,chain saw
323,train/n03000684/n03000684_10944.JPEG,n03000684,train,chain saw
324,train/n03000684/n03000684_16839.JPEG,n03000684,train,chain saw
325,train/n03000684/n03000684_2106.JPEG,n03000684,train,chain saw
326,train/n03000684/n03000684_13279.JPEG,n03000684,train,chain saw
327,train/n03000684/n03000684_1323.JPEG,n03000684,train,chain saw
328,train/n03000684/n03000684_11997.JPEG,n03000684,train,chain saw
329,train/n03000684/n03000684_27164.JPEG,n03000684,train,chain saw
330,train/n03000684/n03000684_22425.JPEG,n03000684,train,chain saw
331,train/n03000684/n03000684_4155.JPEG,n03000684,train,chain saw
332,train/n03000684/n03000684_1013.JPEG,n03000684,train,chain saw
333,train/n03000684/ILSVRC2012_val_00037629.JPEG,n03000684,train,chain saw
334,train/n03000684/n03000684_3747.JPEG,n03000684,train,chain saw
335,train/n03000684/n03000684_24909.JPEG,n03000684,train,chain saw
336,train/n03000684/n03000684_16639.JPEG,n03000684,train,chain saw
337,train/n03000684/n03000684_7853.JPEG,n03000684,train,chain saw
338,train/n03000684/n03000684_9664.JPEG,n03000684,train,chain saw
339,train/n03000684/n03000684_10479.JPEG,n03000684,train,chain saw
340,train/n03000684/n03000684_13897.JPEG,n03000684,train,chain saw
341,train/n03000684/n03000684_5045.JPEG,n03000684,train,chain saw
342,train/n03000684/n03000684_32384.JPEG,n03000684,train,chain saw
343,train/n03000684/n03000684_10296.JPEG,n03000684,train,chain saw
344,train/n03000684/n03000684_8304.JPEG,n03000684,train,chain saw
345,train/n03000684/n03000684_10528.JPEG,n03000684,train,chain saw
346,train/n03000684/n03000684_32288.JPEG,n03000684,train,chain saw
347,train/n03000684/n03000684_11756.JPEG,n03000684,train,chain saw
348,train/n03000684/n03000684_11223.JPEG,n03000684,train,chain saw
349,train/n03000684/n03000684_11098.JPEG,n03000684,train,chain saw
350,train/n03000684/n03000684_20065.JPEG,n03000684,train,chain saw
351,train/n03000684/n03000684_16884.JPEG,n03000684,train,chain saw
352,train/n03000684/n03000684_17335.JPEG,n03000684,train,chain saw
353,train/n03000684/n03000684_12074.JPEG,n03000684,train,chain saw
354,train/n03000684/n03000684_11576.JPEG,n03000684,train,chain saw
355,train/n03000684/n03000684_26889.JPEG,n03000684,train,chain saw
356,train/n03000684/n03000684_3268.JPEG,n03000684,train,chain saw
357,train/n03000684/n03000684_16026.JPEG,n03000684,train,chain saw
358,train/n03000684/n03000684_3556.JPEG,n03000684,train,chain saw
359,train/n03000684/n03000684_26066.JPEG,n03000684,train,chain saw
360,train/n03000684/n03000684_19594.JPEG,n03000684,train,chain saw
361,train/n03000684/n03000684_2265.JPEG,n03000684,train,chain saw
362,train/n03000684/n03000684_2233.JPEG,n03000684,train,chain saw
363,train/n03000684/n03000684_27613.JPEG,n03000684,train,chain saw
364,train/n03000684/n03000684_17896.JPEG,n03000684,train,chain saw
365,train/n03000684/n03000684_4748.JPEG,n03000684,train,chain saw
366,train/n03000684/n03000684_157.JPEG,n03000684,train,chain saw
367,train/n03000684/n03000684_14576.JPEG,n03000684,train,chain saw
368,train/n03000684/n03000684_26449.JPEG,n03000684,train,chain saw
369,train/n03000684/n03000684_10875.JPEG,n03000684,train,chain saw
370,train/n03000684/n03000684_8965.JPEG,n03000684,train,chain saw
371,train/n03000684/ILSVRC2012_val_00006578.JPEG,n03000684,train,chain saw
372,train/n03000684/n03000684_7585.JPEG,n03000684,train,chain saw
373,train/n03000684/n03000684_35403.JPEG,n03000684,train,chain saw
374,train/n03000684/n03000684_17178.JPEG,n03000684,train,chain saw
375,train/n03000684/n03000684_11228.JPEG,n03000684,train,chain saw
376,train/n03000684/n03000684_10653.JPEG,n03000684,train,chain saw
377,train/n03000684/n03000684_866.JPEG,n03000684,train,chain saw
378,train/n03000684/n03000684_28918.JPEG,n03000684,train,chain saw
379,train/n03000684/n03000684_10413.JPEG,n03000684,train,chain saw
380,train/n03000684/n03000684_1859.JPEG,n03000684,train,chain saw
381,train/n03000684/n03000684_11734.JPEG,n03000684,train,chain saw
382,train/n03000684/n03000684_17838.JPEG,n03000684,train,chain saw
383,train/n03000684/n03000684_11067.JPEG,n03000684,train,chain saw
384,train/n03000684/n03000684_17226.JPEG,n03000684,train,chain saw
385,train/n03000684/n03000684_9308.JPEG,n03000684,train,chain saw
386,train/n03000684/n03000684_16095.JPEG,n03000684,train,chain saw
387,train/n03000684/ILSVRC2012_val_00006726.JPEG,n03000684,train,chain saw
388,train/n03000684/n03000684_3276.JPEG,n03000684,train,chain saw
389,train/n03000684/n03000684_9139.JPEG,n03000684,train,chain saw
390,train/n03000684/n03000684_11186.JPEG,n03000684,train,chain saw
391,train/n03000684/n03000684_11807.JPEG,n03000684,train,chain saw
392,train/n03000684/n03000684_22434.JPEG,n03000684,train,chain saw
393,train/n03000684/n03000684_14048.JPEG,n03000684,train,chain saw
394,train/n03000684/n03000684_5626.JPEG,n03000684,train,chain saw
395,train/n03000684/n03000684_5587.JPEG,n03000684,train,chain saw
396,train/n03000684/n03000684_12035.JPEG,n03000684,train,chain saw
397,train/n03000684/n03000684_17024.JPEG,n03000684,train,chain saw
398,train/n03000684/n03000684_20243.JPEG,n03000684,train,chain saw
399,train/n03000684/n03000684_19248.JPEG,n03000684,train,chain saw
400,train/n03000684/n03000684_7313.JPEG,n03000684,train,chain saw
401,train/n03000684/n03000684_33038.JPEG,n03000684,train,chain saw
402,train/n03000684/n03000684_1148.JPEG,n03000684,train,chain saw
403,train/n03000684/n03000684_4819.JPEG,n03000684,train,chain saw
404,train/n03000684/n03000684_3679.JPEG,n03000684,train,chain saw
405,train/n03000684/n03000684_16549.JPEG,n03000684,train,chain saw
406,train/n03000684/n03000684_24403.JPEG,n03000684,train,chain saw
407,train/n03000684/n03000684_2566.JPEG,n03000684,train,chain saw
