,image_path,label_str,label,split
32,train/n03000684/n03000684_15196.JPEG,chain saw,1,train
33,train/n03000684/n03000684_20004.JPEG,chain saw,1,train
34,train/n03000684/n03000684_14048.JPEG,chain saw,1,train
35,train/n03000684/n03000684_13279.JPEG,chain saw,1,train
36,train/n03000684/n03000684_6606.JPEG,chain saw,1,train
37,train/n03000684/n03000684_14043.JPEG,chain saw,1,train
38,train/n03000684/ILSVRC2012_val_00027785.JPEG,chain saw,1,train
39,train/n03000684/n03000684_10835.JPEG,chain saw,1,train
40,train/n03000684/n03000684_29673.JPEG,chain saw,1,train
41,train/n03000684/n03000684_7397.JPEG,chain saw,1,train
42,train/n03000684/n03000684_20578.JPEG,chain saw,1,train
43,train/n03000684/n03000684_8824.JPEG,chain saw,1,train
44,train/n03000684/n03000684_3157.JPEG,chain saw,1,train
45,train/n03000684/n03000684_26324.JPEG,chain saw,1,train
46,train/n03000684/n03000684_30534.JPEG,chain saw,1,train
47,train/n03000684/n03000684_793.JPEG,chain saw,1,train
48,train/n03000684/n03000684_15364.JPEG,chain saw,1,train
49,train/n03000684/ILSVRC2012_val_00044204.JPEG,chain saw,1,train
50,train/n03000684/n03000684_337.JPEG,chain saw,1,train
51,train/n03000684/n03000684_5626.JPEG,chain saw,1,train
52,train/n03000684/n03000684_16018.JPEG,chain saw,1,train
53,train/n03000684/n03000684_3429.JPEG,chain saw,1,train
54,train/n03000684/n03000684_18617.JPEG,chain saw,1,train
55,train/n03000684/n03000684_866.JPEG,chain saw,1,train
56,train/n03000684/n03000684_5243.JPEG,chain saw,1,train
57,train/n03000684/n03000684_17824.JPEG,chain saw,1,train
58,train/n03000684/n03000684_2094.JPEG,chain saw,1,train
59,train/n03000684/n03000684_1964.JPEG,chain saw,1,train
60,train/n03000684/n03000684_16537.JPEG,chain saw,1,train
61,train/n03000684/n03000684_1585.JPEG,chain saw,1,train
62,train/n03000684/n03000684_16894.JPEG,chain saw,1,train
63,train/n03000684/n03000684_644.JPEG,chain saw,1,train
64,train/n03000684/n03000684_21725.JPEG,chain saw,1,train
65,train/n03000684/n03000684_1128.JPEG,chain saw,1,train
66,train/n03000684/n03000684_18438.JPEG,chain saw,1,train
67,train/n03000684/n03000684_13629.JPEG,chain saw,1,train
68,train/n03000684/n03000684_25484.JPEG,chain saw,1,train
69,train/n03000684/n03000684_1818.JPEG,chain saw,1,train
70,train/n03000684/n03000684_1639.JPEG,chain saw,1,train
71,train/n03000684/n03000684_9189.JPEG,chain saw,1,train
72,train/n03000684/n03000684_15319.JPEG,chain saw,1,train
73,train/n03000684/n03000684_293.JPEG,chain saw,1,train
74,train/n03000684/n03000684_11628.JPEG,chain saw,1,train
75,train/n03000684/n03000684_4353.JPEG,chain saw,1,train
76,train/n03000684/n03000684_1404.JPEG,chain saw,1,train
77,train/n03000684/n03000684_10518.JPEG,chain saw,1,train
78,train/n03000684/n03000684_5709.JPEG,chain saw,1,train
79,train/n03000684/n03000684_13916.JPEG,chain saw,1,train
80,train/n03000684/n03000684_2106.JPEG,chain saw,1,train
81,train/n03000684/n03000684_4883.JPEG,chain saw,1,train
82,train/n03000684/n03000684_999.JPEG,chain saw,1,train
83,train/n03000684/n03000684_24888.JPEG,chain saw,1,train
84,train/n03000684/n03000684_5176.JPEG,chain saw,1,train
85,train/n03000684/n03000684_7457.JPEG,chain saw,1,train
86,train/n03000684/n03000684_13615.JPEG,chain saw,1,train
87,train/n03000684/n03000684_16289.JPEG,chain saw,1,train
88,train/n03000684/ILSVRC2012_val_00004034.JPEG,chain saw,1,train
89,train/n03000684/n03000684_29697.JPEG,chain saw,1,train
90,train/n03000684/n03000684_11163.JPEG,chain saw,1,train
91,train/n03000684/n03000684_929.JPEG,chain saw,1,train
92,train/n03000684/n03000684_14997.JPEG,chain saw,1,train
93,train/n03000684/n03000684_1463.JPEG,chain saw,1,train
94,train/n03000684/n03000684_2233.JPEG,chain saw,1,train
95,train/n03000684/n03000684_7876.JPEG,chain saw,1,train
96,train/n03000684/n03000684_9005.JPEG,chain saw,1,train
97,train/n03000684/n03000684_515.JPEG,chain saw,1,train
98,train/n03000684/n03000684_3188.JPEG,chain saw,1,train
99,train/n03000684/n03000684_365.JPEG,chain saw,1,train
100,train/n03000684/n03000684_7336.JPEG,chain saw,1,train
101,train/n03000684/n03000684_7033.JPEG,chain saw,1,train
102,train/n03000684/n03000684_3114.JPEG,chain saw,1,train
103,train/n03000684/n03000684_16816.JPEG,chain saw,1,train
104,train/n03000684/n03000684_33038.JPEG,chain saw,1,train
105,train/n03000684/n03000684_33268.JPEG,chain saw,1,train
106,train/n03000684/n03000684_7636.JPEG,chain saw,1,train
107,train/n03000684/n03000684_6696.JPEG,chain saw,1,train
108,train/n03000684/n03000684_907.JPEG,chain saw,1,train
109,train/n03000684/n03000684_16579.JPEG,chain saw,1,train
110,train/n03000684/n03000684_13664.JPEG,chain saw,1,train
111,train/n03000684/n03000684_3398.JPEG,chain saw,1,train
112,train/n03000684/n03000684_7225.JPEG,chain saw,1,train
113,train/n03000684/n03000684_15995.JPEG,chain saw,1,train
114,train/n03000684/n03000684_27164.JPEG,chain saw,1,train
115,train/n03000684/n03000684_28395.JPEG,chain saw,1,train
116,train/n03000684/n03000684_16.JPEG,chain saw,1,train
117,train/n03000684/n03000684_9424.JPEG,chain saw,1,train
118,train/n03000684/n03000684_14457.JPEG,chain saw,1,train
119,train/n03000684/n03000684_8553.JPEG,chain saw,1,train
120,train/n03000684/n03000684_8965.JPEG,chain saw,1,train
121,train/n03000684/n03000684_16405.JPEG,chain saw,1,train
122,train/n03000684/n03000684_5587.JPEG,chain saw,1,train
123,train/n03000684/n03000684_11166.JPEG,chain saw,1,train
124,train/n03000684/n03000684_8864.JPEG,chain saw,1,train
125,train/n03000684/n03000684_26544.JPEG,chain saw,1,train
126,train/n03000684/n03000684_18153.JPEG,chain saw,1,train
127,train/n03000684/n03000684_32916.JPEG,chain saw,1,train
128,train/n03000684/n03000684_10978.JPEG,chain saw,1,train
129,train/n03000684/n03000684_8368.JPEG,chain saw,1,train
130,train/n03000684/n03000684_1859.JPEG,chain saw,1,train
131,train/n03000684/n03000684_5106.JPEG,chain saw,1,train
132,train/n03000684/ILSVRC2012_val_00041057.JPEG,chain saw,1,train
133,train/n03000684/n03000684_28607.JPEG,chain saw,1,train
134,train/n03000684/n03000684_398.JPEG,chain saw,1,train
135,train/n03000684/ILSVRC2012_val_00037629.JPEG,chain saw,1,train
136,train/n03000684/n03000684_5279.JPEG,chain saw,1,train
137,train/n03000684/n03000684_15608.JPEG,chain saw,1,train
138,train/n03000684/n03000684_18715.JPEG,chain saw,1,train
139,train/n03000684/n03000684_35884.JPEG,chain saw,1,train
140,train/n03000684/n03000684_15233.JPEG,chain saw,1,train
141,train/n03000684/n03000684_3747.JPEG,chain saw,1,train
142,train/n03000684/n03000684_10174.JPEG,chain saw,1,train
143,train/n03000684/n03000684_4989.JPEG,chain saw,1,train
144,train/n03000684/n03000684_1466.JPEG,chain saw,1,train
145,train/n03000684/n03000684_2203.JPEG,chain saw,1,train
146,train/n03000684/n03000684_30905.JPEG,chain saw,1,train
147,train/n03000684/n03000684_26889.JPEG,chain saw,1,train
148,train/n03000684/n03000684_473.JPEG,chain saw,1,train
149,train/n03000684/n03000684_18489.JPEG,chain saw,1,train
150,train/n03000684/n03000684_1459.JPEG,chain saw,1,train
151,train/n03000684/n03000684_12486.JPEG,chain saw,1,train
152,train/n03000684/n03000684_10936.JPEG,chain saw,1,train
153,train/n03000684/n03000684_856.JPEG,chain saw,1,train
154,train/n03000684/n03000684_15349.JPEG,chain saw,1,train
155,train/n03000684/n03000684_9935.JPEG,chain saw,1,train
156,train/n03000684/n03000684_11997.JPEG,chain saw,1,train
157,train/n03000684/n03000684_15843.JPEG,chain saw,1,train
158,train/n03000684/n03000684_11528.JPEG,chain saw,1,train
159,train/n03000684/n03000684_13043.JPEG,chain saw,1,train
160,train/n03000684/n03000684_14817.JPEG,chain saw,1,train
161,train/n03000684/n03000684_22269.JPEG,chain saw,1,train
162,train/n03000684/n03000684_6493.JPEG,chain saw,1,train
163,train/n03000684/n03000684_8013.JPEG,chain saw,1,train
164,train/n03000684/n03000684_11584.JPEG,chain saw,1,train
165,train/n03000684/ILSVRC2012_val_00042907.JPEG,chain saw,1,train
166,train/n03000684/n03000684_15518.JPEG,chain saw,1,train
167,train/n03000684/n03000684_17606.JPEG,chain saw,1,train
168,train/n03000684/n03000684_32384.JPEG,chain saw,1,train
169,train/n03000684/n03000684_9978.JPEG,chain saw,1,train
170,train/n03000684/n03000684_1476.JPEG,chain saw,1,train
171,train/n03000684/n03000684_13343.JPEG,chain saw,1,train
172,train/n03000684/n03000684_17416.JPEG,chain saw,1,train
173,train/n03000684/n03000684_18596.JPEG,chain saw,1,train
174,train/n03000684/n03000684_28166.JPEG,chain saw,1,train
175,train/n03000684/n03000684_1643.JPEG,chain saw,1,train
176,train/n03000684/n03000684_16096.JPEG,chain saw,1,train
177,train/n03000684/n03000684_3784.JPEG,chain saw,1,train
178,train/n03000684/n03000684_3268.JPEG,chain saw,1,train
179,train/n03000684/ILSVRC2012_val_00024269.JPEG,chain saw,1,train
180,train/n03000684/n03000684_10704.JPEG,chain saw,1,train
181,train/n03000684/n03000684_34938.JPEG,chain saw,1,train
182,train/n03000684/n03000684_19409.JPEG,chain saw,1,train
183,train/n03000684/ILSVRC2012_val_00006726.JPEG,chain saw,1,train
184,train/n03000684/n03000684_17194.JPEG,chain saw,1,train
185,train/n03000684/n03000684_7128.JPEG,chain saw,1,train
186,train/n03000684/n03000684_11669.JPEG,chain saw,1,train
187,train/n03000684/n03000684_1535.JPEG,chain saw,1,train
188,train/n03000684/n03000684_16908.JPEG,chain saw,1,train
189,train/n03000684/n03000684_13996.JPEG,chain saw,1,train
190,train/n03000684/n03000684_10413.JPEG,chain saw,1,train
191,train/n03000684/n03000684_4717.JPEG,chain saw,1,train
192,train/n03000684/n03000684_4545.JPEG,chain saw,1,train
193,train/n03000684/n03000684_31337.JPEG,chain saw,1,train
194,train/n03000684/n03000684_22314.JPEG,chain saw,1,train
195,train/n03000684/n03000684_16134.JPEG,chain saw,1,train
196,train/n03000684/n03000684_31155.JPEG,chain saw,1,train
197,train/n03000684/n03000684_1428.JPEG,chain saw,1,train
198,train/n03000684/n03000684_9046.JPEG,chain saw,1,train
199,train/n03000684/n03000684_9178.JPEG,chain saw,1,train
200,train/n03000684/n03000684_25409.JPEG,chain saw,1,train
201,train/n03000684/n03000684_653.JPEG,chain saw,1,train
202,train/n03000684/n03000684_2144.JPEG,chain saw,1,train
203,train/n03000684/n03000684_19639.JPEG,chain saw,1,train
204,train/n03000684/n03000684_5084.JPEG,chain saw,1,train
205,train/n03000684/n03000684_16807.JPEG,chain saw,1,train
206,train/n03000684/n03000684_3853.JPEG,chain saw,1,train
207,train/n03000684/n03000684_919.JPEG,chain saw,1,train
208,train/n03000684/n03000684_119.JPEG,chain saw,1,train
209,train/n03000684/n03000684_18143.JPEG,chain saw,1,train
210,train/n03000684/n03000684_4155.JPEG,chain saw,1,train
211,train/n03000684/n03000684_3427.JPEG,chain saw,1,train
212,train/n03000684/n03000684_10296.JPEG,chain saw,1,train
213,train/n03000684/n03000684_12848.JPEG,chain saw,1,train
214,train/n03000684/n03000684_28918.JPEG,chain saw,1,train
215,train/n03000684/n03000684_16306.JPEG,chain saw,1,train
216,train/n03000684/n03000684_31035.JPEG,chain saw,1,train
217,train/n03000684/n03000684_15283.JPEG,chain saw,1,train
218,train/n03000684/n03000684_2306.JPEG,chain saw,1,train
219,train/n03000684/n03000684_13559.JPEG,chain saw,1,train
220,train/n03000684/n03000684_8898.JPEG,chain saw,1,train
221,train/n03000684/n03000684_13719.JPEG,chain saw,1,train
222,train/n03000684/n03000684_23445.JPEG,chain saw,1,train
223,train/n03000684/n03000684_1748.JPEG,chain saw,1,train
224,train/n03000684/n03000684_28399.JPEG,chain saw,1,train
225,train/n03000684/n03000684_26357.JPEG,chain saw,1,train
226,train/n03000684/n03000684_10373.JPEG,chain saw,1,train
227,train/n03000684/n03000684_745.JPEG,chain saw,1,train
228,train/n03000684/n03000684_2264.JPEG,chain saw,1,train
229,train/n03000684/n03000684_8748.JPEG,chain saw,1,train
230,train/n03000684/n03000684_6947.JPEG,chain saw,1,train
231,train/n03000684/n03000684_7597.JPEG,chain saw,1,train
232,train/n03000684/ILSVRC2012_val_00020674.JPEG,chain saw,1,train
233,train/n03000684/n03000684_176.JPEG,chain saw,1,train
234,train/n03000684/n03000684_948.JPEG,chain saw,1,train
235,train/n03000684/n03000684_26066.JPEG,chain saw,1,train
236,train/n03000684/n03000684_16095.JPEG,chain saw,1,train
237,train/n03000684/n03000684_27786.JPEG,chain saw,1,train
238,train/n03000684/n03000684_18915.JPEG,chain saw,1,train
239,train/n03000684/n03000684_1013.JPEG,chain saw,1,train
240,train/n03000684/n03000684_10249.JPEG,chain saw,1,train
241,train/n03000684/n03000684_18193.JPEG,chain saw,1,train
242,train/n03000684/n03000684_16448.JPEG,chain saw,1,train
243,train/n03000684/n03000684_4557.JPEG,chain saw,1,train
244,train/n03000684/n03000684_11333.JPEG,chain saw,1,train
245,train/n03000684/n03000684_13255.JPEG,chain saw,1,train
246,train/n03000684/n03000684_26174.JPEG,chain saw,1,train
247,train/n03000684/n03000684_18313.JPEG,chain saw,1,train
248,train/n03000684/n03000684_6874.JPEG,chain saw,1,train
249,train/n03000684/n03000684_37.JPEG,chain saw,1,train
250,train/n03000684/n03000684_8799.JPEG,chain saw,1,train
251,train/n03000684/n03000684_12788.JPEG,chain saw,1,train
252,train/n03000684/n03000684_16635.JPEG,chain saw,1,train
253,train/n03000684/n03000684_863.JPEG,chain saw,1,train
254,train/n03000684/n03000684_4819.JPEG,chain saw,1,train
255,train/n03000684/n03000684_2886.JPEG,chain saw,1,train
256,train/n03000684/n03000684_16088.JPEG,chain saw,1,train
257,train/n03000684/n03000684_24537.JPEG,chain saw,1,train
258,train/n03000684/n03000684_7953.JPEG,chain saw,1,train
259,train/n03000684/n03000684_4653.JPEG,chain saw,1,train
260,train/n03000684/n03000684_15406.JPEG,chain saw,1,train
261,train/n03000684/n03000684_11113.JPEG,chain saw,1,train
262,train/n03000684/n03000684_9113.JPEG,chain saw,1,train
263,train/n03000684/n03000684_7588.JPEG,chain saw,1,train
264,train/n03000684/n03000684_11208.JPEG,chain saw,1,train
265,train/n03000684/n03000684_2023.JPEG,chain saw,1,train
266,train/n03000684/n03000684_4679.JPEG,chain saw,1,train
267,train/n03000684/n03000684_5604.JPEG,chain saw,1,train
268,train/n03000684/n03000684_1108.JPEG,chain saw,1,train
269,train/n03000684/n03000684_25557.JPEG,chain saw,1,train
270,train/n03000684/n03000684_33316.JPEG,chain saw,1,train
271,train/n03000684/n03000684_31833.JPEG,chain saw,1,train
272,train/n03000684/n03000684_16026.JPEG,chain saw,1,train
273,train/n03000684/n03000684_924.JPEG,chain saw,1,train
274,train/n03000684/n03000684_25155.JPEG,chain saw,1,train
275,train/n03000684/n03000684_11028.JPEG,chain saw,1,train
276,train/n03000684/n03000684_29558.JPEG,chain saw,1,train
277,train/n03000684/n03000684_16884.JPEG,chain saw,1,train
278,train/n03000684/n03000684_21209.JPEG,chain saw,1,train
279,train/n03000684/n03000684_10395.JPEG,chain saw,1,train
280,train/n03000684/n03000684_4857.JPEG,chain saw,1,train
281,train/n03000684/n03000684_35145.JPEG,chain saw,1,train
282,train/n03000684/n03000684_21935.JPEG,chain saw,1,train
283,train/n03000684/n03000684_21023.JPEG,chain saw,1,train
284,train/n03000684/n03000684_2813.JPEG,chain saw,1,train
285,train/n03000684/n03000684_13538.JPEG,chain saw,1,train
286,train/n03000684/ILSVRC2012_val_00019137.JPEG,chain saw,1,train
287,train/n03000684/n03000684_389.JPEG,chain saw,1,train
288,train/n03000684/ILSVRC2012_val_00043196.JPEG,chain saw,1,train
289,train/n03000684/n03000684_5374.JPEG,chain saw,1,train
290,train/n03000684/n03000684_15698.JPEG,chain saw,1,train
291,train/n03000684/n03000684_9728.JPEG,chain saw,1,train
292,train/n03000684/n03000684_9139.JPEG,chain saw,1,train
293,train/n03000684/ILSVRC2012_val_00031413.JPEG,chain saw,1,train
294,train/n03000684/n03000684_35223.JPEG,chain saw,1,train
295,train/n03000684/n03000684_12074.JPEG,chain saw,1,train
296,train/n03000684/n03000684_12255.JPEG,chain saw,1,train
297,train/n03000684/n03000684_3218.JPEG,chain saw,1,train
298,train/n03000684/n03000684_14316.JPEG,chain saw,1,train
299,train/n03000684/n03000684_573.JPEG,chain saw,1,train
300,train/n03000684/n03000684_8006.JPEG,chain saw,1,train
301,train/n03000684/n03000684_16629.JPEG,chain saw,1,train
302,train/n03000684/n03000684_30989.JPEG,chain saw,1,train
303,train/n03000684/n03000684_22434.JPEG,chain saw,1,train
304,train/n03000684/n03000684_9309.JPEG,chain saw,1,train
305,train/n03000684/n03000684_27374.JPEG,chain saw,1,train
306,train/n03000684/n03000684_2566.JPEG,chain saw,1,train
307,train/n03000684/n03000684_13483.JPEG,chain saw,1,train
308,train/n03000684/n03000684_18475.JPEG,chain saw,1,train
309,train/n03000684/n03000684_2899.JPEG,chain saw,1,train
310,train/n03000684/n03000684_13903.JPEG,chain saw,1,train
311,train/n03000684/n03000684_10987.JPEG,chain saw,1,train
312,train/n03000684/n03000684_10479.JPEG,chain saw,1,train
313,train/n03000684/n03000684_33187.JPEG,chain saw,1,train
314,train/n03000684/ILSVRC2012_val_00006669.JPEG,chain saw,1,train
315,train/n03000684/n03000684_18783.JPEG,chain saw,1,train
316,train/n03000684/n03000684_15038.JPEG,chain saw,1,train
317,train/n03000684/n03000684_87.JPEG,chain saw,1,train
318,train/n03000684/n03000684_19248.JPEG,chain saw,1,train
319,train/n03000684/n03000684_6183.JPEG,chain saw,1,train
320,train/n03000684/n03000684_7489.JPEG,chain saw,1,train
321,train/n03000684/n03000684_12878.JPEG,chain saw,1,train
322,train/n03000684/n03000684_8243.JPEG,chain saw,1,train
323,train/n03000684/n03000684_16097.JPEG,chain saw,1,train
324,train/n03000684/n03000684_2674.JPEG,chain saw,1,train
325,train/n03000684/n03000684_5518.JPEG,chain saw,1,train
326,train/n03000684/n03000684_30997.JPEG,chain saw,1,train
327,train/n03000684/n03000684_157.JPEG,chain saw,1,train
328,train/n03000684/n03000684_9976.JPEG,chain saw,1,train
329,train/n03000684/n03000684_14576.JPEG,chain saw,1,train
330,train/n03000684/n03000684_7699.JPEG,chain saw,1,train
331,train/n03000684/n03000684_1883.JPEG,chain saw,1,train
332,train/n03000684/n03000684_6046.JPEG,chain saw,1,train
333,train/n03000684/n03000684_16728.JPEG,chain saw,1,train
334,train/n03000684/n03000684_13707.JPEG,chain saw,1,train
335,train/n03000684/n03000684_876.JPEG,chain saw,1,train
336,train/n03000684/n03000684_14246.JPEG,chain saw,1,train
337,train/n03000684/n03000684_5419.JPEG,chain saw,1,train
338,train/n03000684/n03000684_10136.JPEG,chain saw,1,train
339,train/n03000684/n03000684_1348.JPEG,chain saw,1,train
340,train/n03000684/n03000684_36107.JPEG,chain saw,1,train
341,train/n03000684/n03000684_22664.JPEG,chain saw,1,train
342,train/n03000684/n03000684_15329.JPEG,chain saw,1,train
343,train/n03000684/ILSVRC2012_val_00025063.JPEG,chain saw,1,train
344,train/n03000684/n03000684_2988.JPEG,chain saw,1,train
345,train/n03000684/n03000684_26833.JPEG,chain saw,1,train
346,train/n03000684/n03000684_3256.JPEG,chain saw,1,train
347,train/n03000684/n03000684_6827.JPEG,chain saw,1,train
348,train/n03000684/n03000684_14269.JPEG,chain saw,1,train
349,train/n03000684/n03000684_5868.JPEG,chain saw,1,train
350,train/n03000684/ILSVRC2012_val_00017719.JPEG,chain saw,1,train
351,train/n03000684/n03000684_19119.JPEG,chain saw,1,train
352,train/n03000684/n03000684_9147.JPEG,chain saw,1,train
353,train/n03000684/n03000684_17024.JPEG,chain saw,1,train
354,train/n03000684/n03000684_916.JPEG,chain saw,1,train
355,train/n03000684/n03000684_25406.JPEG,chain saw,1,train
356,train/n03000684/n03000684_917.JPEG,chain saw,1,train
357,train/n03000684/n03000684_6794.JPEG,chain saw,1,train
358,train/n03000684/n03000684_6386.JPEG,chain saw,1,train
359,train/n03000684/n03000684_31878.JPEG,chain saw,1,train
360,train/n03000684/n03000684_17226.JPEG,chain saw,1,train
361,train/n03000684/n03000684_19699.JPEG,chain saw,1,train
362,train/n03000684/n03000684_12463.JPEG,chain saw,1,train
363,train/n03000684/n03000684_13813.JPEG,chain saw,1,train
364,train/n03000684/n03000684_2055.JPEG,chain saw,1,train
365,train/n03000684/n03000684_14626.JPEG,chain saw,1,train
366,train/n03000684/n03000684_11229.JPEG,chain saw,1,train
367,train/n03000684/n03000684_11223.JPEG,chain saw,1,train
368,train/n03000684/n03000684_8858.JPEG,chain saw,1,train
369,train/n03000684/n03000684_19899.JPEG,chain saw,1,train
370,train/n03000684/n03000684_2849.JPEG,chain saw,1,train
371,train/n03000684/n03000684_16817.JPEG,chain saw,1,train
372,train/n03000684/n03000684_18367.JPEG,chain saw,1,train
373,train/n03000684/n03000684_24435.JPEG,chain saw,1,train
374,train/n03000684/n03000684_9753.JPEG,chain saw,1,train
375,train/n03000684/n03000684_8103.JPEG,chain saw,1,train
376,train/n03000684/n03000684_7664.JPEG,chain saw,1,train
377,train/n03000684/n03000684_31998.JPEG,chain saw,1,train
378,train/n03000684/n03000684_21046.JPEG,chain saw,1,train
379,train/n03000684/n03000684_9013.JPEG,chain saw,1,train
380,train/n03000684/n03000684_20943.JPEG,chain saw,1,train
381,train/n03000684/ILSVRC2012_val_00006043.JPEG,chain saw,1,train
382,train/n03000684/n03000684_918.JPEG,chain saw,1,train
383,train/n03000684/n03000684_9308.JPEG,chain saw,1,train
384,train/n03000684/n03000684_8533.JPEG,chain saw,1,train
385,train/n03000684/n03000684_7573.JPEG,chain saw,1,train
386,train/n03000684/n03000684_16983.JPEG,chain saw,1,train
387,train/n03000684/n03000684_12225.JPEG,chain saw,1,train
388,train/n03000684/n03000684_11175.JPEG,chain saw,1,train
389,train/n03000684/n03000684_17989.JPEG,chain saw,1,train
390,train/n03000684/n03000684_6986.JPEG,chain saw,1,train
391,train/n03000684/n03000684_3085.JPEG,chain saw,1,train
392,train/n03000684/n03000684_12205.JPEG,chain saw,1,train
393,train/n03000684/n03000684_1229.JPEG,chain saw,1,train
394,train/n03000684/n03000684_2867.JPEG,chain saw,1,train
395,train/n03000684/n03000684_16379.JPEG,chain saw,1,train
396,train/n03000684/n03000684_19438.JPEG,chain saw,1,train
397,train/n03000684/n03000684_3135.JPEG,chain saw,1,train
398,train/n03000684/n03000684_8393.JPEG,chain saw,1,train
399,train/n03000684/n03000684_14384.JPEG,chain saw,1,train
400,train/n03000684/n03000684_7585.JPEG,chain saw,1,train
401,train/n03000684/n03000684_12817.JPEG,chain saw,1,train
402,train/n03000684/n03000684_10528.JPEG,chain saw,1,train
403,train/n03000684/n03000684_17715.JPEG,chain saw,1,train
404,train/n03000684/n03000684_17178.JPEG,chain saw,1,train
405,train/n03000684/n03000684_7179.JPEG,chain saw,1,train
406,train/n03000684/n03000684_16293.JPEG,chain saw,1,train
407,train/n03000684/n03000684_6279.JPEG,chain saw,1,train
408,train/n03000684/n03000684_22896.JPEG,chain saw,1,train
409,train/n03000684/n03000684_2035.JPEG,chain saw,1,train
410,train/n03000684/n03000684_27069.JPEG,chain saw,1,train
411,train/n03000684/n03000684_565.JPEG,chain saw,1,train
412,train/n03000684/n03000684_7583.JPEG,chain saw,1,train
413,train/n03000684/n03000684_3003.JPEG,chain saw,1,train
414,train/n03000684/n03000684_10653.JPEG,chain saw,1,train
415,train/n03000684/n03000684_2474.JPEG,chain saw,1,train
416,train/n03000684/n03000684_17733.JPEG,chain saw,1,train
417,train/n03000684/n03000684_4586.JPEG,chain saw,1,train
418,train/n03000684/n03000684_507.JPEG,chain saw,1,train
419,train/n03000684/n03000684_1919.JPEG,chain saw,1,train
420,train/n03000684/n03000684_36109.JPEG,chain saw,1,train
421,train/n03000684/n03000684_13845.JPEG,chain saw,1,train
422,train/n03000684/n03000684_35246.JPEG,chain saw,1,train
423,train/n03000684/n03000684_26377.JPEG,chain saw,1,train
424,train/n03000684/n03000684_33898.JPEG,chain saw,1,train
425,train/n03000684/n03000684_11154.JPEG,chain saw,1,train
426,train/n03000684/n03000684_11756.JPEG,chain saw,1,train
427,train/n03000684/n03000684_33547.JPEG,chain saw,1,train
428,train/n03000684/n03000684_548.JPEG,chain saw,1,train
429,train/n03000684/n03000684_16188.JPEG,chain saw,1,train
430,train/n03000684/n03000684_7997.JPEG,chain saw,1,train
431,train/n03000684/n03000684_6266.JPEG,chain saw,1,train
432,train/n03000684/n03000684_35548.JPEG,chain saw,1,train
433,train/n03000684/ILSVRC2012_val_00025878.JPEG,chain saw,1,train
434,train/n03000684/n03000684_14865.JPEG,chain saw,1,train
435,train/n03000684/n03000684_12474.JPEG,chain saw,1,train
436,train/n03000684/n03000684_8985.JPEG,chain saw,1,train
437,train/n03000684/n03000684_12575.JPEG,chain saw,1,train
438,train/n03000684/n03000684_9894.JPEG,chain saw,1,train
439,train/n03000684/n03000684_15083.JPEG,chain saw,1,train
440,train/n03000684/n03000684_2297.JPEG,chain saw,1,train
441,train/n03000684/n03000684_17587.JPEG,chain saw,1,train
442,train/n03000684/n03000684_16793.JPEG,chain saw,1,train
443,train/n03000684/n03000684_1897.JPEG,chain saw,1,train
444,train/n03000684/n03000684_8766.JPEG,chain saw,1,train
445,train/n03000684/n03000684_11697.JPEG,chain saw,1,train
446,train/n03000684/n03000684_15763.JPEG,chain saw,1,train
